id,WT_Veh1,WT_Veh2,WT_Veh3,WT_E2-1,WT_E2-2,WT_E2-3,baseMean
PPM1K,4.08558,4.55971,3.72605,6.37375,7.35042,6.9868,5.513718333
COL16A1,0.367921,0.832612,0.690015,0.586189,0.277928,0.12161,0.479379167
ADARB2,0.0269895,0.0606395,0.0265176,0.0204658,0.0229094,0.0356642,0.032197667
HORMAD2,0,0,0,0,0,0,0
GTF2IRD2B,9.14368,8.87966,8.54836,5.90913,6.46374,8.4801,7.904111667
AJUBA,26.9715,26.103,31.2713,26.3273,23.5543,25.9972,26.7041
TNFSF14,0,0,0,0.0103277,0,0,0.001721283
GATA4,0.0478769,0,0,0.00963296,0.0216153,0.0118347,0.015159977
VWA1,14.6753,13.1786,15.9344,11.2707,15.5592,14.4267,14.17415
LSM3,9.55381,10.2091,10.1175,11.192,10.1437,10.7734,10.331585
ANKRD20A4,0.0345278,0.0402128,0.0388616,0.0575256,0.047884,0.0253701,0.040730317
ZNF441,0.0922702,0.0557719,0.10311,0.079645,0.0693503,0.059829,0.076662733
VRK1,19.402,23.3565,18.6409,22.6379,24.1054,24.3876,22.08838333
YIPF6,17.3925,17.9997,18.2858,19.291,19.4327,20.7347,18.85606667
FAM21C,11.7601,11.8981,12.4608,12.5236,12.5859,13.0179,12.3744
RBBP5,15.5705,16.5206,15.7405,16.7915,15.5913,17.1644,16.2298
TSG101,54.4535,54.578,54.791,50.9934,51.2239,54.3824,53.4037
AC096582.1,0,0,0,0,0,0,0
METTL25,5.08779,6.60175,5.49594,5.15132,5.92788,5.70683,5.661918333
TIMM10B,10.7185,11.9521,11.0351,12.945,12.0874,13.244,11.99701667
NUBP1,32.4718,36.1184,34.8468,34.5621,31.8505,32.6973,33.75781667
AL161450.1,0,0,0,0,0,0,0
PLOD1,19.9702,19.3301,19.4511,18.2088,17.0748,17.0654,18.51673333
PELI2,0.0080443,0.012792,0,0,0.0735292,0.00499598,0.016560247
GYPB,0,0,0,0,0,0,0
DSCC1,7.9785,8.5044,7.21519,11.6541,9.68278,11.4786,9.418928333
CERK,2.51882,2.28831,2.33672,2.01655,2.23288,2.08131,2.245765
RYK,39.0018,36.4779,36.9301,41.6321,38.2716,37.6477,38.32686667
MZT1,6.46255,7.42642,6.41241,8.70071,7.99036,10.5736,7.927675
CREB1,22.135,26.0916,21.6175,20.1435,18.8205,18.8629,21.2785
SPATA5L1,5.19064,5.75654,5.31578,6.4112,5.51563,6.12182,5.718601667
1-Mar,0.395788,0.429057,0.361752,0.43242,0.23078,0.300838,0.358439167
MKL2,16.4181,16.5277,14.4847,16.0766,14.4427,14.5959,15.42428333
ERLIN1,17.0303,16.9888,16.5763,18.5991,17.1953,18.7553,17.52418333
AIPL1,0,0,0,0.00620946,0,0,0.00103491
SPRYD7,2.44975,2.67394,2.68952,3.01328,2.76862,2.76484,2.726658333
NAGA,11.0343,11.0968,12.0279,10.2712,9.42933,9.47396,10.55558167
LYZ,0.809306,0.315534,0.408764,0.597823,0.444702,0.361069,0.489533
CTB-133G6.1,0,0,0,0,0,0,0
CALHM1,0.040292,0.102515,0.0422268,0.0733256,0.0912029,0.120114,0.078279383
SIAH1,5.42862,6.08055,5.33357,4.76385,5.61263,5.60845,5.471278333
FAHD2B,8.30152,9.39668,9.24957,8.29612,8.3786,8.39957,8.670343333
SLC27A1,3.38166,3.19884,4.42346,2.90796,2.66527,2.46453,3.17362
SMO,0.0324755,0.0481996,0.0595613,0.0459673,0.044106,0,0.03838495
ZSWIM1,5.25895,5.18931,5.04901,4.23916,4.73183,3.84367,4.718655
XAGE1E,0,0,0,0,0,0,0
ZNF587,6.49267,6.54863,5.98837,5.84982,6.02237,5.99298,6.14914
ZNF596,6.94465,6.53603,6.81765,5.73708,7.65947,5.94005,6.605821667
HOXB7,9.22513,9.02268,8.75849,8.16354,8.53224,8.55089,8.708828333
CXorf66,0,0,0,0,0,0,0
LENG9,4.82327,4.72872,5.31538,5.58282,5.91503,6.14126,5.417746667
CAP1,107.824,113.515,106.702,118.53,106.627,97.1749,108.3954833
NAA30,13.5231,13.555,14.2367,14.2721,13.0374,14.5672,13.86525
WNT9A,1.89494,1.89261,1.89175,1.57087,1.59986,1.4304,1.713405
CHRND,0,0,0,0,0.0232159,0,0.003869317
NXT1,10.0898,10.5638,11.086,15.9219,14.5364,12.8437,12.50693333
CALY,0.353815,0.222531,0.210684,0.267105,0.5119,0.47943,0.340910833
RACGAP1,68.2321,65.9673,72.9441,71.6299,67.5235,64.677,68.49565
INHBA,0.225016,0.170375,0.210477,0.178922,0.236486,0.19957,0.203474333
ZNF341,2.05481,1.87637,1.91558,1.76787,1.45609,1.32496,1.732613333
RP11-872D17.8,3.07E-22,0,0,3.18E-46,2.23046e-315,7.44E-237,5.12E-23
DLGAP5,16.8257,16.8645,14.8792,15.9256,15.4968,16.063,16.00913333
PLCXD2,0.140872,0.0742039,0.0198442,0.0327654,0.0197184,0.175061,0.077077483
PPP1R7,61.9682,72.2055,66.3984,73.0739,59.299,55.8351,64.79668333
GRB7,6.46239,6.15406,9.21735,4.23408,4.29174,4.70712,5.844456667
KDM3B,26.8331,26.6451,27.4756,24.8702,25.3125,23.835,25.82858333
ALG10B,2.08099,2.59456,2.11376,2.70546,2.26859,2.4642,2.37126
ZNF214,0,0,0,0,0,0,0
MBNL1,27.2461,26.7872,24.2266,26.4613,28.1525,27.0976,26.66188333
BPY2B,0,0,0,0,0,0,0
GOLGA8Q,0.881501,0.827311,0.928319,0.646082,0.700569,0.697443,0.780204167
ELL2,4.55888,4.41764,4.91102,5.20757,4.45293,4.33638,4.647403333
FAM71C,0,0,0,0,0,0,0
SPINK1,4.94865,5.02506,7.46728,5.7797,5.5008,4.76165,5.580523333
CRMP1,0.026906,0.00899089,0.0333322,0.0171493,0.0304515,0.0316041,0.024738998
NMRK1,5.19926,4.52431,4.37107,5.47863,6.28173,6.28091,5.355985
MYO10,4.21703,4.18293,3.86317,4.06265,3.83744,3.44137,3.934098333
INCENP,15.7353,12.9047,12.8378,13.4911,11.8455,11.1394,12.9923
CDC34,33.6999,36.9287,33.3431,35.1773,39.0894,35.2966,35.58916667
RPRD1B,16.7476,15.0945,13.2821,14.2995,13.4845,13.8592,14.46123333
KCNK17,0,0,0,0,0,0,0
PGP,15.8537,15.3597,15.9402,19.5527,16.3257,16.8887,16.65345
MAN2B2,9.8383,8.59307,9.48979,7.84833,7.50289,7.38981,8.443698333
AVPI1,11.1184,11.7091,12.5704,9.05217,9.28187,9.27523,10.501195
POLL,17.6864,18.3328,18.5242,16.6127,17.9168,14.8071,17.31333333
TLE6,0.632278,0.930038,1.65329,0.791181,0.489871,0.958122,0.90913
AKR1B1,0.0381595,0.0606811,0.04999,0.173612,0.064782,0.0236993,0.068487317
KIF3C,5.27186,4.84859,4.77396,4.08042,3.57362,3.95975,4.418033333
GPN2,26.9352,23.4587,22.6153,25.9476,23.3317,19.384,23.61208333
CSRNP1,4.27654,4.38076,4.36534,3.35077,3.01982,3.24488,3.773018333
SKIDA1,0.452156,0.490822,0.553248,0.431101,0.316784,0.378878,0.437164833
AVPR1B,0,0,0,0.0114222,0,0,0.0019037
CDCA4,22.0207,24.1601,23.3859,27.5735,25.6141,25.1527,24.65116667
TRIM71,0.0324619,0.031546,0.0354383,0.057435,0.024493,0.0436816,0.0375093
AGBL2,2.46766,2.66557,2.62183,2.71447,2.50245,2.4466,2.569763333
NPM3,23.5496,24.7116,23.1828,28.6889,24.9483,25.1272,25.03473333
OSBPL9,31.5863,31.1153,34.0638,33.0323,32.3074,31.4117,32.2528
CASKIN1,0.896872,0.762393,0.931277,0.973624,1.18345,1.06268,0.968382667
AL627171.1,0,0,0,0,0,0,0
VSTM5,0.00830347,0.0176055,0,0.0167901,0.00939766,0.0103139,0.010401772
KRT75,0.0108333,0,0,0,0,0,0.00180555
SUV420H1,23.4958,23.681,22.1109,22.3512,22.0347,22.4079,22.68025
MOAP1,19.0083,18.8682,18.3565,19.7876,20.2453,18.8769,19.19046667
UMODL1,0.0657112,0.0325073,0.04591,0.0148917,0.033341,0.0731837,0.044257483
TNFRSF9,0,0,0.0175083,0,0.030252,0,0.00796005
SEMA6D,0.479898,0.511969,0.563507,0.277774,0.288089,0.243401,0.394106333
PQLC1,5.39428,4.9734,5.91499,4.9848,5.207,4.53644,5.168485
UBE2D4,7.6663,6.6112,7.17485,7.0935,6.72078,7.87708,7.190618333
SCLY,5.45539,6.25653,5.82741,6.70225,7.62138,8.62707,6.748338333
TPPP,0.23593,0.18573,0.279493,0.184213,0.161269,0.214712,0.2102245
FAM101A,0.0123968,0.06888,0,0.0521033,0,0.0153983,0.0247964
C1orf158,0,0,0,0,0,0,0
TMEM200C,0,0,0,0,0,0,0
AGO3,3.27913,2.96249,2.95637,3.20874,3.24043,3.28484,3.155333333
LEO1,32.9925,35.7248,33.9628,37.3243,35.0135,36.3329,35.22513333
LGALS9C,0.0252015,0.0632551,0.0887732,0.0557389,0.063162,0.0487654,0.057482683
FAM131B,0.114163,0.0655306,0.0166169,0.102598,0.0890527,0.0767799,0.07745685
CTIF,2.96322,2.42183,2.91105,2.87524,2.6433,2.46959,2.714038333
KCNJ1,0,0.0475774,0,0,0.0507928,0.0194181,0.019631383
SYTL3,0.691969,0.992391,1.08627,0.691064,0.664083,0.865585,0.831893667
CMAS,33.3214,33.9272,33.4675,34.3104,37.6736,36.2536,34.82561667
OR10H5,0,0,0.0162399,0,0,0,0.00270665
INPP1,3.26981,2.63274,3.05765,3.55305,3.94458,3.59768,3.342585
SSR3,96.6031,102.622,105.396,112.497,108.158,110.055,105.8885167
BMPR1A,3.15929,3.1228,2.87855,3.26046,3.09303,3.35418,3.144718333
STK32B,0.0151103,0.0240326,0,0.015277,0.0256568,0,0.013346117
NPM2,0.0256792,0.067909,0,0.103857,0,0,0.032907533
BCL2A1,0.0380944,0,0.0499047,0.0385147,0,0.0473188,0.0289721
BICD2,10.8745,10.1343,10.4359,11.2979,10.4616,10.7882,10.6654
UBALD2,20.5248,18.9883,27.5484,16.4778,17.6336,11.7107,18.81393333
PDZD7,1.08867,1.1011,1.68392,1.0507,1.37807,0.987935,1.215065833
REV1,8.58627,9.21255,9.6701,9.76946,10.3744,10.0202,9.605496667
TOP3B,19.3346,18.1805,19.2277,15.0805,16.5759,13.7292,17.0214
FREM1,0.246714,0.316887,0.236208,0.27227,0.34739,0.34788,0.294558167
RTN4RL1,5.15986,4.59519,5.26525,5.39317,4.89815,4.75894,5.01176
LECT2,0,0,0,0,0,0,0
LRCH2,0,0,0,0,0,0,0
TBK1,25.0102,24.7119,23.1007,24.6173,23.7259,26.8706,24.67276667
LGALS12,0,0,0,0,0,0,0
CDRT15,0.0511893,0,0,0,0,0,0.00853155
NME1-NME2,930.34,974.198,982.618,1028.94,1050.33,950.417,986.1405
ANAPC13,44.3419,47.0445,42.3714,45.4353,46.931,53.181,46.55085
GKAP1,3.81629,3.63741,3.34526,2.94375,3.62867,3.35867,3.455008333
ZNF165,2.052,2.04742,1.83428,2.39193,2.24043,2.17399,2.123341667
MAGEE2,0,0,0.0146557,0,0,0,0.002442617
SLC36A4,3.13558,3.33289,3.11867,3.91242,3.42478,4.05779,3.497021667
C15orf52,0.925606,0.598736,0.88689,0.605524,1.03117,0.376558,0.737414
ESR2,0.163501,0.215243,0.129985,0.254819,0.301646,0.229462,0.215776
SDHB,43.7584,43.0484,43.7954,45.5892,43.3786,43.4523,43.83705
ZNF572,5.10563,5.38092,4.89642,4.61023,4.907,5.92395,5.137358333
CALCA,0,0,0,0,0,0,0
FASLG,0,0,0,0,0,0,0
GAGE2B,0,0,0,0.0422249,0.00859412,0,0.008469837
LRRCC1,4.80887,5.01008,3.9912,5.63117,5.29829,5.67217,5.06863
TOPORS,6.2805,6.40842,6.28274,6.81848,6.68237,7.14987,6.60373
EIF4G1,200.94,199.449,195.422,189.069,200.401,183.208,194.7481667
TPCN2,6.46603,6.7622,6.41918,6.01812,5.55528,5.91837,6.189863333
VARS2,16.6872,12.6939,15.2098,14.1004,13.9682,10.5607,13.87003333
DCAF12,17.2132,18.9307,18.4571,17.6385,18.6196,18.7145,18.26226667
KLF14,0.125322,0.0948982,0.0469072,0.162906,0.121574,0.0667133,0.10305345
ZNF717,0.522887,0.079238,0.0658052,0.0762211,0.137675,0.0802393,0.160344267
GDF1,0.292544,0.185714,0.174842,0.30532,0.381961,0.279472,0.2699755
SP9,0.0879451,0.113952,0.0512046,0.0790358,0.0995341,0.0485503,0.080036983
TBC1D24,7.50923,8.76824,9.13596,6.08155,8.06567,8.43135,7.998666667
TMEM150B,0,0,0,0,0,0,0
TEX261,44.7114,44.1065,46.7382,43.4898,41.6761,41.3539,43.67931667
CEP72,3.05115,2.77304,2.73867,3.31099,2.62247,2.7902,2.881086667
TRA2B,131.662,135.091,129.812,165.235,159.384,151.127,145.3851667
RAD17,12.8576,12.7569,11.4363,12.5964,12.9224,14.0693,12.77315
NPRL2,7.74195,7.52351,7.60662,6.19666,7.63211,7.13598,7.306138333
TIMM17B,40.741,36.5764,39.2325,34.9837,33.7365,31.7638,36.17231667
TCEAL6,2.0392,2.1827,2.57461,2.79872,2.83718,2.34326,2.462611667
AC006547.14,0,0,0,0,0,0,0
LIPT2,2.38013,4.06646,3.10636,2.55792,6.18266,2.58501,3.479756667
AP000304.12,9.29E-05,1.41E-08,2.39828,3.24098,3.15461,4.08036,2.145720486
VTI1A,4.62329,4.84259,4.40391,4.58502,4.75226,4.9202,4.687878333
TCP11,0,0,0,0.0319371,0,0,0.00532285
IL31,0,0.0348816,0,0,0.037239,0,0.0120201
TTC1,29.7136,30.5424,30.0335,29.9593,28.9849,29.0238,29.70958333
METTL1,35.3388,30.8461,24.4902,42.2586,34.0144,41.871,34.80318333
TMEM243,25.7833,25.9645,24.6881,28.6905,29.5506,30.1359,27.46881667
AP001631.10,0,0,0,0,0,0,0
CEP135,3.02851,3.26877,2.91495,3.39215,3.28666,3.39116,3.2137
LMO1,0.12156,0.172733,0.108767,0.205917,0.230508,0.101192,0.1567795
CCL7,0,0,0,0,0,0,0
PRAC1,0,0,0.17049,0,0,0,0.028415
ZBTB1,26.8343,29.102,29.2335,26.6138,28.541,29.8992,28.37063333
BEND4,0.00269919,0,0.00353601,0.00272897,0,0,0.001494028
SERTAD4,1.19888,1.17395,1.41471,1.42954,1.34132,1.51188,1.345046667
GAGE10,0,0,0.0907619,0.021014,0.00784122,0,0.019936187
LHX2,4.81031,4.76661,4.70089,4.27559,3.62014,3.83665,4.335031667
SARS2,12.148,9.9901,10.9053,10.6992,9.83283,9.67,10.540905
CCL23,0,0,0,0,0,0,0
PCSK6,14.8426,11.2309,12.6584,12.1019,10.4211,12.8298,12.34745
C11orf63,1.63659,1.60265,1.24141,1.42832,1.45715,1.39223,1.459725
UBE2D2,48.823,55.5813,47.2806,61.6265,60.9372,60.1121,55.72678333
ABCD1,5.43622,4.47438,5.49151,3.82648,3.82238,3.24677,4.382956667
ZNF57,2.4682,2.47284,2.38453,2.84218,2.54699,2.91539,2.605021667
MAP3K11,24.741,27.5965,31.0953,26.9118,22.8703,22.6065,25.97023333
AL121963.1,0,0,0,0,0,0,0
PTCHD1,0,0.00180006,0.00222437,0,0.00192171,0.0538483,0.00996574
RNF126,12.8548,11.9591,15.8228,15.1126,15.7525,14.4219,14.32061667
TAP2,7.23615,7.50952,7.66964,7.22534,6.61017,6.22539,7.079368333
BOK,19.972,17.265,18.8922,19.2191,17.5413,17.6902,18.42996667
ZNF467,12.2148,11.0959,12.6613,8.91405,10.4106,8.60013,10.64946333
AC010327.2,0.00803581,0.00851899,0,0.0162489,0.100042,0.0199628,0.025468083
NR3C1,18.171,18.4569,17.1065,13.0032,12.6049,12.9706,15.38551667
SPRR4,0,0,0,0,0,0,0
BIRC7,0.416543,0.831495,0.374998,0.340135,0.685586,0.304525,0.492213667
TXNL1,29.4109,32.5224,30.9613,33.1812,33.4806,35.9929,32.59155
PLXNB1,17.0027,14.8519,17.1746,14.392,13.5183,13.4565,15.066
ARL13B,5.941,6.18943,5.17951,5.9404,5.93128,6.32843,5.918341667
DTX2,14.9403,14.4628,14.6613,11.6999,11.3731,12.1722,13.21826667
MED4,18.411,18.5567,18.5572,18.3192,17.9728,17.7293,18.2577
NPAS4,0.00740769,0,0.0194085,0,0.0167677,0.0276036,0.011864582
CTD-2116N17.1,1.09843,0.6054,0.249468,0.776755,0.415526,0.377715,0.587215667
LURAP1L,10.7624,10.6153,10.8244,9.76374,11.0641,10.7055,10.62257333
ADAMTS6,0.171833,0.165717,0.18186,0.163097,0.149021,0.155816,0.164557333
GAGE1,0,0,0,0.0123991,0.0138799,0,0.004379833
CD84,0,0.0031658,0,0,0,0,0.000527633
GBP1,0.186523,0.22353,0.180606,0.168083,0.197334,0.201463,0.192923167
TOX,0,0,0.00765659,0.0236363,0,0.00725969,0.00642543
MNX1,3.48861,5.55165,2.48992,2.75298,2.50973,3.91174,3.450771667
ABCB8,14.0729,13.3864,13.9817,12.5298,11.6044,11.2389,12.80235
AC023469.1,0,0,0,0,0,0,0
BBOX1,0,0,0,0,0,0,0
SOGA3,0.0449062,0.015999,0.0276362,0.0560476,1.53E-13,5.99E-12,0.024098167
ISYNA1,29.7842,25.5144,33.0954,31.3387,28.4084,29.5331,29.61236667
DHX34,5.52845,5.81417,5.80692,6.77524,6.3816,6.79174,6.18302
ZSWIM4,1.92088,1.78076,1.70412,1.7701,1.36214,1.22074,1.626456667
LSM5,97.9274,109.883,105.161,112.201,107.625,114.613,107.9017333
ZNF716,0.0162394,0.0277727,0.0180628,0.0280354,0.0277424,0.0171265,0.022496533
DUSP13,0.336748,0.205376,0.332051,0.480265,0.0686303,0.219938,0.273834717
HM13,94.1349,93.2921,97.8771,97.759,92.1398,89.7668,94.16161667
PRSS48,0,0,0,0.0296504,0,0,0.004941733
ACE2,0.120887,0.183148,0.113159,0.224847,0.154791,0.0804691,0.14621685
DESI2,8.53311,9.05957,8.78581,8.97702,8.98684,9.60645,8.991466667
EIF3CL,126.237,122.264,125.601,122.613,121.547,117.656,122.653
SLC9A9,0.00670591,0.0142183,0.0175698,0.0621965,0,0.0762505,0.029490168
MRPL3,63.081,65.5321,62.3318,68.507,65.4447,74.0448,66.49023333
FPR1,0,0,0,0,0,0,0
CHKB,9.65514,9.10647,9.0925,8.67429,7.71095,7.26565,8.584166667
TAS2R38,0,0.0259751,0,0.0247722,0,0,0.008457883
LBH,0.0252394,0.017838,0.0220428,0.0340237,0.00952176,0.0104501,0.019852627
CCZ1,34.0158,34.3842,34.1618,33.9177,32.718,36.6086,34.30101667
PPIL3,34.5472,32.7001,32.4289,36.0022,36.1349,35.0921,34.48423333
LIN7C,5.43816,5.35297,4.81414,5.85764,5.11724,6.4352,5.502558333
IL19,0.0278659,0.0295409,0.0730096,0.0845199,0.0630754,0.166996,0.07416795
NRIP3,0.101399,0.0791098,0.0166821,0.115876,0,0.00790866,0.053495927
BOLL,0.0348661,0.0833515,0.0514232,0.00881158,0.0197294,0.0732082,0.045231663
ENDOV,24.7633,22.774,24.681,23.3032,20.9021,21.835,23.0431
ATF7,15.6177,14.5523,13.362,13.0537,14.0599,13.5656,14.0352
KLHL26,2.177,2.35471,2.63067,1.61127,2.42243,1.62301,2.136515
PMP2,0,0,0,0,0,0,0
AKT3,0.0779774,0.0354297,0.0845542,0.0342754,0.072804,0.160423,0.077577283
CCDC178,0,0,0,0,0,0,0
RBFOX3,0,0,0,0,0,0,0
TMPRSS11E,0.321006,0.504159,0.218051,0.324547,0.430585,0.221515,0.336643833
SNW1,43.7428,45.5378,44.3259,53.0167,52.3493,54.8684,48.97348333
MST1R,1.15858,1.3691,1.80121,1.24552,1.02503,1.35115,1.325098333
CHST11,2.86095,1.68462,1.28286,2.32582,1.54398,1.45825,1.859413333
RP9,13.4483,15.2257,13.7035,16.3294,15.2754,15.8651,14.97456667
VPS13C,4.36535,4.43843,4.29446,4.09094,4.36636,4.56525,4.353465
ISLR,0,0,0,0,0,0,0
CYP11B1,0,0,0.0180223,0.013909,0,0,0.005321883
ANXA11,51.6038,51.9677,53.8339,44.925,46.3729,46.9895,49.28213333
OR2T34,0,0,0,0,0,0,0
MC4R,0,0,0.0244062,0.0188358,0.0421706,0.023141,0.018092267
IKBIP,4.69156,4.13142,4.19243,4.9294,4.40342,5.8601,4.701388333
AP000708.1,0,0,0,0,0,0,0
AC093677.1,0,0.0440439,0,0.126012,0.0940409,0.0516047,0.052616917
LIN7A,9.78669,10.3743,8.80346,7.36676,7.74699,7.35511,8.572218333
SRPX2,0,0,0,0,0,0.0147524,0.002458733
OTUD7B,11.2895,11.598,11.4316,10.4657,9.62926,10.0934,10.75124333
CNPY3,22.4923,22.2331,22.8661,21.8627,23.0772,20.6664,22.19963333
GABARAP,183.075,184.715,182.713,177.201,194.8,182.289,184.1321667
KDM6A,15.5616,16.5261,13.7851,12.5455,12.6072,11.5989,13.77073333
GCDH,7.09553,8.62379,6.65979,8.01517,6.39928,6.27972,7.17888
PHF6,13.5313,14.4868,12.3663,13.5338,14.2416,15.1892,13.8915
BX088651.1,0.655693,0.501132,0.359571,0.44709,0.431451,0.473515,0.478075333
MOB1B,6.2326,6.82422,6.88002,7.00423,7.17586,8.52672,7.107275
CSTF2,19.2129,20.4585,17.9066,19.5057,18.0122,19.5834,19.11321667
GPR135,0.671605,0.584053,0.529267,0.758586,0.819489,0.788591,0.691931833
SHPRH,3.79617,3.26954,2.64525,3.4025,3.29541,3.55715,3.32767
CAMSAP3,8.05625,7.601,9.27188,7.23365,8.55613,7.21675,7.989276667
SPECC1L,9.80085,10.2952,9.24212,10.0661,9.95398,9.72888,9.847855
CAPN10,6.14457,5.75963,6.22298,5.31334,5.94104,4.65221,5.672295
OR5J2,0,0,0,0,0,0,0
CLP1,4.45442,4.40402,4.51453,5.27373,4.70622,4.54059,4.648918333
CYP51A1,101.364,100.969,97.8378,101.778,106.931,113.68,103.7599667
PSME2,164.904,156.9,160.564,174.899,160.726,156.115,162.3513333
C19orf69,0,0.0657985,0,0,0.0351226,0,0.016820183
HLA-DPA1,0.0322545,0.0511847,0.0422542,0.0326111,0.0768665,0.0243892,0.043260033
MYO1A,0,0.00840086,0.0311447,0.0816763,0.00896901,0.171565,0.050292645
ATP8B1,38.2553,38.6451,36.9953,35.7038,34.8017,35.1183,36.58658333
PABPC4L,0.614873,0.703171,0.545456,0.763609,1.03015,1.04639,0.7839415
AL360004.1,0,0.00796893,0,0,0,0,0.001328155
RP11-763F8.1,0,0,0,0,0,0,0
C6orf136,14.7853,12.4843,13.9094,15.7538,13.3668,12.8132,13.85213333
NEDD1,17.6073,17.5677,17.4352,19.2798,17.7649,15.2177,17.47876667
SH2D1A,0,0.0108396,0,0,0,0,0.0018066
TREML1,0,0,0,0,0,0,0
RNF25,9.71371,9.59988,9.27551,9.99746,8.56082,9.16182,9.384866667
SEL1L2,0.0136101,0.0738243,0,0,0,0.086844,0.0290464
FCAMR,0,0,0.0273121,0,0,0,0.004552017
HPS1,18.6994,16.6519,18.168,15.8156,16.942,16.4831,17.12666667
CD40LG,0,0,0,0,0.0483655,0,0.008060917
SGCG,0.501734,0.443007,0.597091,0.261826,0.349135,0.30658,0.4098955
LIME1,11.9987,8.36451,14.916,10.7537,11.7399,9.41082,11.19727167
PRRX1,0,0.00596352,0.00736926,0.0113747,0,0,0.004117913
TBC1D28,0,0.0205924,0.0825706,0.104917,0,0.0110329,0.036518817
MYBBP1A,22.9128,27.4806,28.4407,34.5464,33.0451,24.4148,28.4734
DNM1L,23.9929,24.4913,23.8302,23.1011,22.7258,24.9279,23.84486667
SUN2,19.4326,14.0994,16.3471,12.4391,11.1272,14.173,14.60306667
C6orf58,0,0.0244841,0.0302556,0.0233502,0,0.0286872,0.017796183
UBE2W,9.95633,10.9984,10.8963,10.1796,10.4401,11.3661,10.63947167
DOC2B,0.0213537,0.0226376,0.0279738,0,0,0,0.011994183
DUSP19,0.645687,0.665768,0.659323,0.567899,0.398816,0.378375,0.552644667
KDM4B,4.58656,4.24171,4.51712,5.22136,5.65237,4.88514,4.85071
SLC7A14,0.00231754,0.00245689,0,0,0.00786879,0,0.002107203
L1CAM,18.8704,21.4053,20.4127,16.0365,13.2569,15.0115,17.49888333
SNX19,11.1295,11.682,9.62647,9.34873,10.4531,10.2586,10.4164
MGP,1.47363,2.3947,1.80409,2.4742,4.0659,3.58686,2.63323
ASMT,0.0146611,0.0517244,0.0127198,0,0.0542472,0.121208,0.04242675
NANP,2.7775,3.30044,2.80692,3.99929,3.5684,4.2158,3.444725
ZIM3,0.00947692,0,0,0,0,0,0.001579487
TEX9,2.57322,2.5351,2.92966,2.1614,2.14317,3.88705,2.704933333
BZW2,104.903,104.42,100.129,102.639,103.061,95.1251,101.71285
HMGCS2,0.85422,0.552096,0.578337,0.499161,0.604227,0.579987,0.611338
HIST1H2BC,13.827,12.846,13.6979,10.7887,11.0175,10.7496,12.15445
ELF5,1.45323,1.80262,1.31656,0.808219,0.933488,0.931387,1.207584
CYB5R1,63.966,61.56,64.5233,55.4476,56.8798,57.9602,60.05615
ZNF788,0.00160968,0.0426531,0.0527074,0.00325623,0,0.0019994,0.017037635
TIMM8B,21.1309,20.1667,22.6581,25.4365,22.1793,22.0551,22.2711
PDP1,10.9271,12.039,14.5481,9.52342,10.3179,10.2875,11.27383667
GPBAR1,0.132977,0.0564167,0.121395,0.0558051,0.0602294,0.0763805,0.083867283
IQCE,16.8646,17.8507,17.5739,16.8954,15.7374,16.3093,16.87188333
HOXD12,0.287034,0.258649,0.407024,0.275691,0.162429,0.178265,0.261515333
TUFM,119.875,114.091,119.484,121.794,114.547,110.616,116.7345
MIER1,7.37586,8.5126,7.50464,6.8206,8.59668,8.24282,7.8422
DLG2,0.343866,0.326015,0.507095,0.320868,0.257071,0.33098,0.347649167
HDAC2,49.4229,48.4213,48.9562,56.3243,57.8161,61.3529,53.71561667
CHST2,0.01382,0,0,0.0139724,0,0,0.004632067
C1orf174,11.347,11.6293,11.8344,11.7159,11.5637,11.5138,11.60068333
DHRS4,30.1372,28.1939,26.923,26.842,29.0852,24.8711,27.6754
CNIH2,2.34229,1.72377,2.38337,1.96392,1.92566,2.17005,2.084843333
MRPL36,51.3745,51.0516,50.8392,60.825,52.7374,54.6077,53.57256667
ACTRT2,0,0,0,0,0,0,0
WWC2,3.32655,2.99285,2.84847,3.2737,3.32179,3.17523,3.156431667
CNTNAP5,0.00451729,0,0,0,0,0,0.000752882
IKZF2,5.5419,5.48488,5.12844,3.41178,4.2368,4.34443,4.691371667
AQP10,0.0144782,0.0153488,0,0,0,0,0.004971167
SLC2A6,6.26744,6.45735,7.08515,5.60848,4.97811,4.83472,5.871875
SNRK,2.79771,2.36217,2.37498,2.49738,2.14917,2.97588,2.526215
ADCY7,0.971884,1.02914,1.11976,1.17605,1.27351,1.03861,1.101492333
LILRB1,0,0,0,0,0,0,0
C3orf56,0,0,0,0,0,0,0
RFX4,0.0385122,0.0306959,0.018949,0.00983313,0.0163707,0.0269508,0.023551955
SELV,0,0,0,0,0,0,0
TRIM8,17.1428,16.3166,17.6328,18.2156,17.7716,15.4348,17.0857
SLC5A4,0.0503769,0.026703,0,0.0254663,0,0.0156435,0.019698283
ZBTB4,23.5126,21.9295,23.4191,20.1258,21.8863,19.7439,21.76953333
PANX1,4.58773,4.27995,4.39759,4.73337,4.5692,5.24817,4.636001667
CHRNA3,0.252697,0.39072,0.332353,0.209033,0.337996,0.384781,0.31793
RMDN1,82.1285,88.4424,88.1965,81.3137,83.8681,86.0122,84.99356667
ADAMTS16,0.00480601,0,0.006296,0.00936848,0,0,0.003411748
ZNF836,2.2397,1.72817,2.37945,1.68295,2.56062,1.29003,1.980153333
