id,WT_Veh1,WT_Veh2,WT_Veh3,WT_E2-1,WT_E2-2,WT_E2-3,baseMean
FAM132A,0.387299,0.234621,0.326168,0.307664,0.281787,0.137449,0.279164667
ACTR6,22.2374,23.0047,22.0753,24.0993,24.2152,27.7569,23.89813333
NELFB,30.7876,28.5297,31.0454,28.4557,28.3112,28.2582,29.2313
CTU2,13.3305,13.3915,13.5803,14.986,16.3663,14.9942,14.44146667
MTRNR2L13,0,0,0,0,0,0,0
IL36B,0,0,0,0,0,0,0
ALG14,0.393089,0.443647,0.350957,0.360087,0.409872,0.385634,0.390547667
AGPAT6,24.8383,28.0063,26.5049,23.8564,23.9517,25.8047,25.49371667
ZFHX2,1.01947,0.85819,1.11729,0.726793,0.706566,0.570359,0.833111333
CTC-786C10.1,3.09801,2.8151,3.68952,3.49828,3.825,2.74863,3.27909
GNAO1,0.602932,0.29265,0.0831041,0.458456,0.383501,0.0636938,0.31405615
ZNF829,0.708451,0.776986,0.478948,0.890751,0.753209,0.893139,0.750247333
SPATA31A7,0,0.00100826,0,0,0.0010764,0,0.000347443
CNPY2,123.734,118.451,122.091,122.57,120.984,112.788,120.103
GDF15,18.1945,17.7106,19.1216,18.9303,15.5273,17.0379,17.7537
FKBP15,18.909,18.2963,17.8126,16.5741,16.9294,15.7222,17.37393333
DVL3,28.6363,26.3151,30.2666,26.4375,25.5836,23.3789,26.76966667
CENPF,7.86807,8.13174,7.54684,8.8089,7.9283,8.10614,8.064998333
FAM154B,0.674353,0.798905,1.3338,1.18509,1.39259,1.55823,1.157161333
COL9A1,0,0,0.0111838,0,0,0,0.001863967
GOLGA1,16.4376,21.4913,15.774,15.2668,15.8534,14.6321,16.57586667
MARK3,53.0098,50.2376,50.5846,50.5244,49.5589,50.252,50.69455
SEC61B,167.31,168.382,168.374,179.951,170.803,165.731,170.0918333
PRKAA1,23.0021,23.3165,22.5531,21.6143,21.7751,23.0607,22.55363333
MFSD6,8.27615,8.54252,9.2379,9.04714,8.48443,8.6133,8.70024
SMG7,26.7185,27.0218,26.5524,27.7647,29.6059,28.3403,27.66726667
ZNF627,9.51371,10.03,10.4283,9.48654,9.1294,9.59936,9.697885
SCLT1,3.24596,3.23144,2.84565,3.47011,3.25519,3.24753,3.21598
DBF4B,3.21313,3.51271,3.90153,3.20589,2.94211,3.15709,3.322076667
RIN2,4.84869,4.93861,5.05648,4.54182,4.80143,4.09106,4.713015
TDGF1,0,0,0.0192094,0.0593015,0,0,0.01308515
GH2,0,0.0222581,0,0,0,0,0.003709683
SMIM8,3.021,3.84816,3.50872,3.59223,3.27778,4.07038,3.553045
PRELID1,135.712,133.5,138.291,147.461,141.273,125.624,136.9768333
AS3MT,0.20132,0.25453,0.328204,0.295512,0.200845,0.246359,0.254461667
TRPC4,0,0,0.0240107,0.00926321,0,0,0.005545652
AC008372.1,0,0,0,0,0,0,0
IGSF8,8.79356,7.85396,9.64906,8.65746,8.65844,8.67518,8.71461
OR56A1,0,0,0,0,0,0,0
FANCC,6.58481,4.9382,6.68734,5.92288,6.8727,5.85841,6.144056667
KRTAP19-6,0,0,0,0,0,0,0
WSCD1,0.954079,0.976439,1.30236,0.757999,0.829393,0.566963,0.897872167
EFCAB1,0,0,0,0.10625,0,0,0.017708333
TRPM1,0,0,0,0.00568939,0,0,0.000948232
DOK5,0,0,0,0.0186087,0.0416625,0,0.0100452
C11orf21,0.0197876,0.0265352,0.0259747,0.0253063,0.0895367,0.0245784,0.035286483
NBEA,3.72133,4.02553,3.87833,3.0366,2.94509,3.04467,3.441925
ICAM4,0.0236609,0,0,0,0.0803511,0.0293895,0.022233583
NBR1,28.0616,27.2428,27.8296,23.1207,25.2137,24.153,25.9369
BTNL8,0,0.0346265,0.0460411,0,0,0,0.0134446
LRRD1,0.112954,0.0584082,0.0489703,0.021266,0.0359172,0.0763312,0.058974483
AFAP1,7.19909,7.03397,6.47805,5.77117,5.7795,6.00111,6.377148333
NCMAP,0.018367,0.0324523,0.00802041,0.00618987,0.0277164,0.00760464,0.016725103
CCDC77,3.14607,3.41213,3.0103,3.80937,3.00916,2.97956,3.227765
C3orf49,0,0,0,0.064111,0,0,0.010685167
WIPI1,20.3938,21.1931,20.102,19.4235,17.3384,19.3795,19.63838333
BCAR1,29.0826,25.9101,30.7348,24.5026,23.4781,20.6984,25.73443333
BIRC8,0,0,0,0,0,0,0
COX6B2,0.0157507,0.066793,0.0252673,0.0159251,0.0484311,0.0586942,0.0384769
DCTN4,22.1855,22.5385,22.3184,20.6273,21.7935,21.5505,21.83561667
RGPD2,1.85673,1.896,2.02334,2.07558,1.90853,1.98639,1.957761667
ZNF436,6.06958,5.7665,5.6677,5.2322,5.57976,5.421,5.62279
C19orf47,6.14398,4.73626,4.8149,5.9328,5.66132,3.42093,5.118365
RB1CC1,20.4883,18.9793,22.9655,17.5185,16.115,19.8081,19.31245
SMARCD3,2.70111,3.52808,3.2058,2.71736,2.61128,2.20447,2.828016667
MUSTN1,0.733571,0.832579,0.389819,0.715059,0.623165,0.540655,0.639141333
STC1,5.85065,6.01882,5.08139,10.7734,11.0786,13.2741,8.679493333
NDUFAF7,12.4698,10.2693,12.3469,11.423,11.3606,9.36714,11.20612333
FAM156A,11.0021,9.15949,10.7402,11.5076,9.81862,10.2958,10.420635
ALG8,59.841,48.1661,52.7064,63.3499,62.7846,61.7593,58.10121667
CASQ2,0.120853,0.206973,0.170512,0.112788,0.241992,0.146862,0.166663333
PAX4,0,0,0,0,0,0,0
EDDM3B,0,0,0,0,0,0,0
MPI,22.4101,18.0244,16.3364,18.2907,18.9562,17.9377,18.65925
CYGB,0.325583,0.476305,0.0825084,0.389953,0.424525,0.461805,0.360113233
GSTM4,15.9179,15.2524,17.3327,13.9208,14.5687,12.8456,14.97301667
SCYL1,42.969,38.6067,38.5811,37.223,36.1539,35.2588,38.13208333
C2orf74,13.7671,13.7758,13.6184,15.8186,16.618,12.7816,14.39658333
SEPHS1,90.8571,92.0472,98.4726,92.8497,85.2178,99.5058,93.15836667
EIF1AY,0.0425478,0.0451059,0,0.0430169,0,0,0.021778433
SLC35F6,14.7279,13.4174,13.4858,16.2137,13.4125,14.8419,14.34986667
KAAG1,0.0195182,0.0206918,0.0511387,0,0.0883608,0.0727316,0.042073517
SOX4,28.647,28.224,28.0529,28.521,27.88,30.2961,28.6035
LYAR,11.8137,11.6235,11.6646,19.2108,17.6998,17.1233,14.85595
MAL,0.0460487,0.146457,0.18098,0.102939,0.0521168,0.136955,0.110916083
SMAD2,22.3292,25.4997,23.0863,22.2612,22.7298,22.6757,23.09698333
DCST2,1.06012,0.778913,1.26502,0.84877,0.748398,0.87351,0.929121833
PPP4R1L,9.6008,9.04291,8.74606,8.93904,7.33932,7.02096,8.448181667
SNX8,9.6964,7.79657,8.87332,9.64052,8.18136,9.69067,8.979806667
INMT,0.153629,0.0516861,0.0504082,0.019717,0.0551792,0.0952607,0.070980033
MT-CO1,11940.1,12458,12488.1,11084.6,11852.4,11678.7,11916.98333
JMJD1C,7.01523,7.00019,6.77107,6.86388,6.71501,7.00092,6.894383333
PRCP,25.0272,27.506,22.2545,26.3949,26.1481,30.7604,26.34851667
TMEM181,9.74586,9.54378,9.57332,11.8844,10.8623,11.7592,10.56147667
RAB19,0.596641,0.751113,0.525735,0.563793,0.352467,0.706439,0.582698
SERTAD2,1.8933,1.87971,2.03034,2.45676,2.35659,2.30371,2.153401667
COMT,92.6979,85.5754,93.1349,73.1177,66.6039,67.7759,79.81761667
NMNAT3,2.73518,2.66488,2.5064,2.40031,1.90023,1.97279,2.363298333
RIPK2,23.9093,24.2415,23.0434,24.5115,24.5719,25.8911,24.36145
DEFB107B,0,0,0,0,0,0,0
SLITRK4,1.06985,1.04237,1.04739,1.37801,1.46325,1.53692,1.256298333
GRIA1,0.00897611,0.0380599,0.0235264,0.00907513,0,0,0.013272923
EIF3A,67.4836,67.6841,65.6821,73.4943,74.2115,72.32,70.14593333
ENTPD1,0.276436,0.185879,0.164138,0.0993073,0.312133,0.114599,0.19208205
GOLPH3L,35.3835,37.0303,34.1316,28.4143,31.7165,31.7234,33.0666
9-Sep,74.12,72.5541,75,87.6785,86.1391,82.1446,79.60605
RCAN1,3.68444,4.10935,4.31256,4.14189,3.07349,3.85665,3.863063333
DPT,0,0,0.0190273,0,0.0164383,0,0.005910933
LDLR,39.8125,38.3535,38.0741,40.0958,40.2311,36.5212,38.84803333
SLC33A1,18.2828,18.3286,17.4916,18.5951,17.3845,20.524,18.43443333
MAGEA1,0.0152791,0,0.0200161,0,0.0172925,0,0.008764617
OR5T3,0,0,0,0,0,0,0
BHLHE23,0,0,0,0,0,0,0
SLC1A1,0.441852,0.291107,0.409447,0.296878,0.302764,0.435933,0.362996833
HHIP,0,0,0,0.00470093,0,0.00577539,0.001746053
PEX11B,48.3906,44.9762,44.7571,45.9046,48.2494,46.9158,46.53228333
ARL8B,35.4476,35.6874,33.5555,36.34,32.5732,39.0207,35.4374
SHMT2,76.438,75.2381,77.3861,72.2068,65.1503,65.8389,72.04303333
ATP9B,4.43279,4.99179,3.62806,3.27983,3.60953,4.85953,4.133588333
MERTK,0.807591,0.754347,0.738674,0.622007,0.592854,0.651054,0.694421167
NENF,20.6558,19.6816,18.7619,21.2938,21.0117,19.3783,20.13051667
PAQR8,1.71697,1.63422,1.73593,1.67313,1.6688,1.86369,1.715456667
XPR1,16.6932,15.8586,15.7907,15.4427,15.8324,17.3267,16.15738333
ICAM2,0,0,0.059315,0,0,0,0.009885833
KIAA0753,7.29556,7.72988,7.9078,7.3165,7.02382,6.7809,7.34241
CXCL16,20.3647,19.6844,20.0097,21.6946,21.0319,19.0159,20.3002
TEX28P2,0.0120959,0.00641163,0.015846,0.00611469,0,0,0.006744703
FAM196B,0,0,0,0,0.00929668,0,0.001549447
GARS,38.8945,40.8325,37.9918,44.2916,43.0947,42.2315,41.22276667
FAM155B,2.94662,3.08547,2.78657,3.58226,3.66909,3.35317,3.237196667
CKMT1A,9.45772,8.98788,9.06247,9.24248,8.25533,8.92728,8.98886
FMO5,2.6513,3.32368,3.14393,2.2971,2.67383,2.56679,2.776105
ARNTL2,5.3826,5.69836,5.60433,6.26748,5.64395,6.32665,5.820561667
C11orf31,55.2486,59.9799,66.6022,64.1022,68.1418,57.7759,61.9751
PDE1C,0.0159178,0.0326286,0.0406773,0.0241429,0.0394276,0.0141615,0.02782595
SAT2,6.31527,6.13599,6.18716,6.93141,5.93574,5.64624,6.191968333
ZNF648,0,0,0,0.0134731,0.00754108,0,0.003502363
MGC4771,17.2391,18.2757,22.5837,52.2878,19.5108,42.826,28.78718333
MUC19,0,0,0,0,0,0,0
TCHHL1,0.0945463,0.0501156,0.061929,0.068278,0.0840754,0.0503303,0.068212433
HSPH1,78.5998,82.8866,74.729,84.0782,82.0975,90.6595,82.1751
AR,10.0729,9.90274,10.1963,7.53049,8.4521,8.51765,9.11203
ANO4,0.0769599,0.0466213,0.0144026,0.0393561,0.124453,0.0409684,0.057126883
HOXD11,0.0264827,0.0140376,0.0173465,0.0267749,0,0,0.01410695
SHROOM4,0.0552821,0.0338267,0.0275887,0.0430652,0.0277656,0.0209089,0.034739533
TIMP4,0.254292,0.269582,0.395591,0.257097,0.197864,0.197413,0.261973167
NOC2L,47.2046,43.9576,46.282,48.0844,43.8132,42.9013,45.37385
TAS2R8,0.0221369,0,0,0,0.0501079,0,0.0120408
CYP7A1,0.00836098,0,0.0109531,0,0,0.0207706,0.00668078
HIGD2B,0.0504592,0.0534933,0.0661029,0.0765238,0.114217,0.0626762,0.070578733
ZNF195,15.1884,15.3282,14.2489,18.0045,15.9901,16.4587,15.8698
C1orf112,8.65651,7.99789,7.54172,7.5116,6.67619,8.08122,7.744188333
KSR2,2.05568,1.97039,1.89871,1.42544,1.67646,1.41176,1.73974
SLC6A2,0,0,0,0,0,0,0
FGF7,0.304125,0.649274,0.482245,0.930826,0.414285,0.146227,0.487830333
FUT2,0,0,0,0.0146384,0.0205836,0,0.005870333
C1orf168,0.054829,0.0415184,0.0205221,0.174221,0.168433,0.0875623,0.091180967
PDK1,3.46429,3.69503,3.84085,4.36892,4.86526,4.43236,4.111118333
RP11-216L13.17,0.538507,0.129899,0.457528,0.391466,0.627421,0.387831,0.422108667
CLDN5,0,0,0,0,0,0,0
POP4,29.6158,30.9203,29.9218,29.848,31.7304,30.3857,30.40366667
ZC3H12D,0.041871,0.135528,0.0708027,0.0384513,0.0101941,0.102607,0.066575683
ADAMTS9,1.5738,1.37742,1.12524,1.62305,1.59834,1.91766,1.535918333
RAB3IL1,1.74807,1.39915,1.21509,2.61345,2.46272,2.63661,2.012515
DET1,3.16092,3.49322,3.11706,3.06576,3.50581,2.52455,3.144553333
FIGNL1,11.6847,12.9045,10.139,14.6535,12.0729,12.972,12.40443333
CCBE1,0.0168375,0.0179193,0.0220476,0.0170191,0.0190477,0.00473207,0.016267212
SLC37A1,26.8015,24.8827,25.389,21.502,22.6286,20.2971,23.58348333
CASD1,9.53107,10.0944,10.0956,9.13223,9.24289,10.7085,9.800781667
PDPK1,17.0906,16.4411,17.0206,14.5278,14.6957,14.4735,15.70821667
SWAP70,4.27433,4.36002,4.27398,4.11179,3.75603,3.86465,4.1068
C2orf81,9.09221,9.15596,8.3446,7.895,8.36021,9.49981,8.724631667
RAB38,0,0,0,0,0,0,0
KRTAP12-3,0,0,0,0,0,0,0
MYH7,0,0,0,0,0,0,0
CNPPD1,44.4507,43.421,45.749,42.1906,42.309,41.6382,43.29308333
SNTG2,0.0409293,0.0144634,0.0244453,0,0,0,0.013306333
RNF168,7.92363,7.60371,7.87353,8.08021,7.95358,8.54889,7.997258333
MOB2,4.65556,3.79279,4.53662,4.19681,4.49037,3.64626,4.219735
WDR81,7.40071,7.83965,6.86439,7.52638,5.99937,7.14712,7.129603333
RPS10-NUDT3,18.2269,17.2143,14.1541,17.5766,18.1418,16.2924,16.93435
GRIP1,4.00223,4.87091,3.88914,4.71,3.82514,4.21553,4.252158333
GATA3,325.3,306.011,328.187,286.176,309.763,303.155,309.7653333
N4BP3,23.8286,22.3469,25.8599,17.3796,18.3017,17.4667,20.8639
AC020922.1,1.56352,1.46018,1.83419,1.1726,1.13361,1.25533,1.403238333
ARSG,14.0306,14.5912,12.1429,14.8386,13.9986,13.8998,13.91695
MESDC1,4.68209,4.67265,5.66835,5.81108,6.26753,5.11381,5.369251667
SAYSD1,9.47615,8.8181,9.3278,8.1616,8.86568,8.80151,8.908473333
TLR10,0.0190399,0.0201848,0,0,0.0107742,0,0.00833315
OR2A1,0.0105296,0.0334883,0.0827646,0.0266145,0.0953374,0,0.041455733
SPRN,0.290501,0.299644,0.205707,0.214326,0.239919,0.204795,0.242482
ZNF16,6.99245,6.60775,6.75212,7.09081,6.04884,5.55841,6.508396667
KRT24,0.095901,0.116191,0.107685,0.152364,0.139549,0.102103,0.1189655
TXNDC15,33.1124,29.8069,29.0986,36.2441,27.6071,29.5203,30.89823333
POLM,10.3863,9.95702,11.788,10.713,10.2693,9.8036,10.48620333
SFTPD,1.751,1.43652,1.51347,1.31696,1.73212,1.62201,1.562013333
RBM10,21.9726,21.7682,22.7882,20.4633,19.78,18.1252,20.81625
ATN1,27.0905,25.1026,28.5895,23.2336,23.3258,21.5726,24.8191
SHCBP1L,0,0,0,0,0,0,0
CELA1,0,0,0.0403269,0,0,0,0.00672115
CPNE2,4.54661,4.56513,4.43126,4.0006,4.15112,4.10645,4.300195
SEC16A,47.2455,43.3717,47.7413,42.9874,42.415,42.3441,44.35083333
ANAPC10,8.52,9.39946,8.34539,9.90606,11.2725,10.1345,9.596318333
ANKRD61,0.0873669,0.0694651,0.0286132,0.132496,0.222479,0,0.090070033
GDPD5,1.38651,1.10591,1.18258,1.37988,0.739952,1.19855,1.165563667
C6,0.00685625,0,0.0179665,0,0,0,0.004137125
PARPBP,9.76428,10.5639,9.61764,10.7419,9.34869,10.6201,10.10941833
SPG11,10.8753,9.91166,9.73866,8.17532,7.79516,8.84934,9.22424
PLXNB3,2.7661,2.53234,2.93344,1.84225,2.30133,2.26019,2.439275
IL10RA,0.0145902,0.0617505,0.014528,0.0224703,0.0148832,0.0361995,0.027403617
AHDC1,4.6606,4.57455,5.17282,5.07519,5.22962,4.60928,4.88701
TAF11,32.7303,32.365,32.4024,33.7771,33.6314,33.6118,33.08633333
FURIN,12.2036,14.6174,12.3787,9.76299,8.63879,8.78252,11.064
GP1BA,0,0,0,0.0202155,0.0226297,0.024836,0.0112802
MMP23B,0.36268,0.387757,0.604912,0.499537,0.61805,0.580165,0.508850167
INO80C,26.288,24.5445,24.2149,21.2383,18.1986,19.7986,22.38048333
TNFSF11,0,0,0,0,0,0,0
CCDC65,0.529535,0.542702,0.379217,0.349734,0.248309,0.254345,0.383973667
SLC39A12,0,0,0,0,0,0,0
PATE3,0,0,0,0,0,0,0
NAIP,5.79232,5.27949,5.48095,5.46483,4.98973,5.53424,5.423593333
RCCD1,10.6593,10.6066,11.112,10.1729,10.898,9.96708,10.56931333
CDC6,8.19336,11.0043,9.63553,12.517,13.4955,12.5008,11.224415
C12orf49,24.0644,23.2841,25.641,20.5618,16.3158,18.926,21.46551667
RPS17,535.717,547.062,501.334,584.152,612.293,533.33,552.3146667
TMEM100,0,0,0,0.013212,0,0,0.002202
BTBD2,31.5145,26.0877,28.2031,23.0209,24.2646,22.0747,25.86091667
HIVEP3,0.74436,0.726747,0.656428,0.876547,1.09997,0.950941,0.842498833
RIOK1,5.3657,5.92184,5.26325,7.88346,7.91752,8.09847,6.741706667
CCDC85B,3.89695,4.01256,5.22247,5.93256,12.0654,5.73067,6.143435
FASTKD5,5.83028,5.68577,5.45488,5.65986,5.51586,5.77856,5.654201667
ITPR1,6.15925,6.145,6.30858,6.26201,6.11295,6.11711,6.18415
GSDMB,2.84505,2.78905,3.79225,2.27925,2.43225,2.87762,2.835911667
FZR1,9.38163,9.1585,9.92436,8.32098,8.72368,8.08598,8.932521667
NTRK2,0.0289034,0.0460284,0.0189672,0.03183,0.0491189,0.0532818,0.038021617
CACTIN,8.71472,9.04662,7.82287,8.01331,5.38101,5.54844,7.421161667
ITSN2,13.3108,14.3441,13.7282,13.8103,13.1259,13.7683,13.68126667
FBXO18,26.3211,24.3465,25.3116,23.182,23.1738,23.1435,24.24641667
CACNA1I,0.239169,0.208362,0.263683,0.237019,0.289446,0.260772,0.249741833
ZNF547,0.57073,0.421869,0.658555,0.207766,0.486208,0.693151,0.506379833
GLRX3,39.924,43.3291,42.5352,47.8311,44.9203,49.9556,44.74921667
PPP2CA,80.837,84.8489,82.9625,83.9895,86.5416,87.7043,84.48063333
FAM8A1,6.75201,6.86973,6.90284,6.70719,7.00882,7.67939,6.986663333
GTF2H2C,18.8531,19.1771,18.1496,24.1125,22.0453,24.8351,21.19545
MBD3,14.4973,12.8653,14.9309,13.198,14.0784,10.9794,13.42488333
RNF32,24.1851,19.2702,20.5728,21.4615,24.0632,23.4899,22.17378333
ADIPOR1,100.188,93.4113,101.457,93.3786,93.6574,96.7414,96.47228333
TPH2,0,0,0,0,0.0120559,0,0.002009317
OVOL1,8.51872,8.10271,9.33379,6.29588,6.53643,6.48983,7.546226667
FBXW10,0.250786,0.17912,0.240628,0.204749,0.124866,0.175653,0.195967
ZNF202,3.425,4.09367,3.89419,4.92133,4.23928,4.30897,4.147073333
REG1B,0,0,0.071699,0,0,0,0.011949833
URB1,7.20193,6.75054,6.96611,7.98081,7.4938,7.55278,7.324328333
TBATA,0,0,0,0,0,0,0
ADAM9,34.1061,32.7433,34.8935,31.8665,30.9952,35.2962,33.3168
LRRC23,3.55256,3.37419,3.46522,3.21654,3.06414,3.16761,3.30671
CYP8B1,0,0,0,0,0,0,0
CHPF2,20.8033,19.9562,21.0401,18.7847,17.8924,18.6562,19.52215
AP003774.4,0.0430688,0.0799023,0.0846318,0.0435439,0.0243721,0.0267482,0.05037785
AP000350.10,11.5134,13.9111,11.2905,10.6149,6.63954,11.9802,10.99160667
AC112721.1,0.060191,0,0,0.182565,0.0681226,0,0.0518131
TMEM30A,89.4778,97.653,92.2123,71.3844,70.1772,72.1229,82.17126667
EGF,0.287324,0.296742,0.27401,0.283378,0.211011,0.207424,0.2599815
KRT6C,0.0165231,0.0175167,0,0.00371231,0.0103891,0.0273649,0.012584352
TRIML2,0,0,0,0,0,0,0
SRSF5,260.698,253.23,250.974,235.224,232.68,221.713,242.4198333
RP11-680G10.1,4.99267,3.62144,5.50781,3.18805,3.27138,1.95836,3.756618333
TRPM8,0.0610882,0.116228,0.058332,0.0556528,0,0.020568,0.051978167
ACOT13,4.32564,4.291,4.02885,4.39973,4.18512,3.91239,4.190455
FMN2,0.0110491,0.0511679,0.0858659,0.0523419,0.00416838,0.0137243,0.036386247
NEIL3,1.85474,2.28661,2.3069,2.26498,1.92225,2.53677,2.195375
PPP1R3D,8.39229,8.87448,8.51351,9.27275,9.63387,9.28542,8.995386667
SDR42E1,2.8072,3.41308,2.91849,2.71868,2.20799,3.03652,2.850326667
FAM110D,0,0,0.0228125,0,0.0394169,0,0.010371567
PRPF40B,6.15166,5.33172,6.06554,5.81377,5.33701,5.30386,5.66726
ACSM2A,0,0,0,0,0,0,0
ZNF526,3.08192,3.09659,4.2965,2.80433,3.12565,4.19326,3.433041667
ZNF317,6.78842,6.3967,7.57709,9.9861,7.11014,9.21401,7.84541
COX6C,988.998,1076.18,1025.96,1185.71,1194.86,1123.02,1099.121333
CLU,1101.41,1095.95,1053.86,1020.71,1015.75,894.248,1030.321333
MUC6,0,0,0,0,0.00332818,0,0.000554697
CELSR2,50.1837,46.6938,48.7516,73.1635,76.9521,70.2979,61.0071
SLC34A3,3.64581,2.75615,4.86775,2.30936,2.29774,1.94266,2.969911667
DYRK1B,8.05963,7.62793,8.78436,5.72545,7.51768,6.24833,7.32723
TCFL5,16.1054,17.9014,17.4373,19.1084,19.394,20.7272,18.44561667
PTMS,89.5664,94.2947,98.6062,77.7504,101.195,73.8231,89.20596667
PDCD7,16.5809,17.9883,15.7562,16.3236,17.2304,11.0493,15.82145
PRPF6,64.486,62.9144,63.4329,60.3386,58.9012,56.4431,61.08603333
ANGPTL5,0.0106127,0,0,0,0,0,0.001768783
ACPL2,2.87415,2.86264,3.22618,2.7176,2.75707,3.06538,2.91717
RAB1A,121.348,117.597,124.018,119.475,118.374,128.84,121.6086667
TMEM236,0.0109045,0.0154136,0.0161899,0.00441075,0.0108674,0.0237127,0.013583142
LILRB5,0,0,0,0,0,0,0
NFKB2,15.6611,16.1033,16.5839,16.8407,13.4066,14.443,15.50643333
MORF4L2,181.285,187.639,182.049,189.725,184.199,189.536,185.7388333
C1orf233,17.5608,16.1699,18.1257,16.6063,16.3228,16.6097,16.8992
RNASEH2A,22.1438,23.4245,22.8935,23.9855,21.5396,21.3202,22.55118333
ERI3,29.4919,28.2083,27.7082,27.9492,25.1694,25.8412,27.3947
IGFBP4,45.9257,42.7096,48.6768,118.879,130.25,120.608,84.50818333
ZMYND19,26.37,24.5002,25.4911,32.2194,28.2227,29.2426,27.67433333
PALB2,8.202,6.40853,8.21216,11.136,9.0775,10.6744,8.951765
PVRL1,9.51935,9.64181,9.76329,10.2686,9.31337,8.84877,9.559198333
FBXW11,23.2831,24.9634,24.4913,22.0083,23.0936,24.3953,23.70583333
TGOLN2,57.7846,58.1967,57.828,53.5665,55.1565,54.6841,56.20273333
AC069547.1,0,0,0,0,0,0,0
RP13-996F3.4,1.07325,0.802749,0.737177,0.825176,0.872588,0.625435,0.822729167
ZNF345,3.18163,3.40912,2.67865,2.21788,1.74752,2.03155,2.544391667
GPALPP1,8.9415,9.19263,8.94965,8.63799,9.64053,7.94825,8.885091667
NAT14,20.3346,17.6211,16.9315,14.0856,18.0988,14.0714,16.85716667
HS2ST1,15.3697,14.4872,16.4091,12.527,14.1527,10.9568,13.98375
GTPBP2,19.6533,17.4505,19.2581,18.015,15.2364,16.5412,17.69241667
LRIG3,3.70977,3.62376,3.86617,3.8927,3.64074,3.86561,3.766458333
PEX12,1.74824,1.66488,1.92342,1.55959,1.4724,1.5467,1.652538333
SLC30A2,0,0.00841287,0,0,0,0,0.001402145
TEK,0,0,0,0,0,0,0
USP13,9.87001,9.3946,8.79055,9.01072,9.51266,9.49052,9.344843333
PNMA1,26.0701,26.8066,26.8766,28.0671,28.0623,28.1466,27.33821667
LGALSL,3.46192,3.81909,3.25076,3.8591,5.08831,5.45388,4.15551
OR1M1,0,0,0,0,0,0,0
HK3,0.00802175,0.00850409,0.0105087,0.00811024,0.0272365,0.00996395,0.012057538
THEM5,0.0442734,0,0,0.0149206,0.033405,0.0549927,0.024598617
USP4,4.05289,3.85298,3.61435,4.37259,4.16752,3.45979,3.92002
ACER2,14.7943,14.8612,15.8737,11.7207,11.3021,11.8569,13.40148333
DUX4L3,0,0,0,0,0,0,0
ATP6AP1,113.742,105.343,116.877,102.082,94.5587,96.4799,104.8471
ADAM12,0.108779,0.0440292,0.0718774,0.0584857,0.062232,0.0515871,0.066165067
DLEU2L,0.993205,0.931432,0.302853,1.2154,1.41638,1.03385,0.982186667
IL6,0.142184,0,0.107687,0.062677,0.274452,0,0.097833333
NKG7,0.0376574,0,0,0.0364566,0,0,0.012352333
PCGF3,21.4587,19.6261,20.8757,17.9826,17.7061,19.3359,19.49751667
PRR13,250.503,241.759,249.862,235.179,229.518,207.62,235.7401667
TAX1BP1,44.3677,46.3479,43.4927,43.4688,46.209,46.5592,45.07421667
TBC1D2,14.8567,13.5791,14.5172,10.3332,11.2982,10.7645,12.55815
SH3PXD2B,2.95573,3.29633,3.66042,3.75868,2.762,3.648,3.34686
PPARGC1A,0.00375295,0.00397862,0,0.0113831,0,0,0.003185778
TNFAIP8,4.89299,5.90793,7.3447,4.96867,5.36391,6.07884,5.759506667
TGIF2-C20orf24,21.3722,26.5827,20.4575,27.1954,21.6937,18.8083,22.68496667
NBPF1,68.6956,69.278,68.5946,82.2949,87.932,79.9842,76.12988333
TLL2,0.0490274,0.0334127,0.0550519,0.0424871,0.0435977,0.0521981,0.045962483
FBXL7,0.0210718,0.0196307,0.00689885,0,0,0,0.007933558
GHRHR,0.0844362,0.0224075,0.0830698,0.0793198,0.0478444,0.0525089,0.061597767
HDDC3,20.2343,18.9636,18.6694,20.2997,20.4092,17.1616,19.28963333
KCNE1,0.00777235,0.0082397,0,0.0157269,0.0294401,0,0.010196508
PLA2G12B,0,0,0,0.0251756,0,0,0.004195933
PRH1,1.65047,1.19717,1.21384,1.20028,1.11422,1.22285,1.266471667
TNFSF4,0.0498204,0.030178,0.0466164,0.05037,0.0483295,0.00883397,0.039024712
MTPAP,13.7168,12.688,11.6566,16.8077,15.9226,15.2026,14.33238333
TRAF2,15.3417,14.5485,14.7295,15.9013,14.3885,13.6479,14.75956667
GET4,34.8617,30.3653,34.3872,29.2294,28.1066,26.6144,30.5941
TMPRSS9,0.0367065,0.0233482,0.0384692,0.0296891,0.0664696,0.0182375,0.035486683
MAPK15,2.65424,2.44923,2.30929,2.05229,1.80894,2.12607,2.233343333
ISY1-RAB43,10.9112,11.6798,8.99209,9.25554,8.71685,8.83066,9.731023333
HMCN2,0,0.0213832,0.0463293,0.0203929,0,0,0.014684233
PRKD1,1.58271,1.50965,1.4401,1.05594,1.04003,1.04435,1.278796667
ASPDH,0,0,0,0,0.0603592,0,0.010059867
SLC26A1,0.61972,0.737945,0.640907,0.560718,0.99524,0.491974,0.674417333
RGS7BP,0.0406121,0.0676564,0.0228013,0.0351944,0.0656626,0.0576514,0.048263033
SMIM5,12.8993,12.6794,13.8262,9.04236,7.81516,8.00006,10.71041333
EXOSC5,23.9502,21.7103,19.864,23.4254,26.931,28.6094,24.08171667
