ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000138663,1040.263878,-0.007966975,0.077148781,-0.103267674,0.917750531,0.951345392
ENSG00000138668,853.7962284,0.19333472,0.058357959,3.312910936,0.000923304,0.002607804
ENSG00000138669,40.75549869,0.492049137,0.195549251,2.516241487,0.011861388,0.027476989
ENSG00000138670,109.0985843,-0.21761132,0.125576867,-1.732893371,0.083114623,0.15341655
ENSG00000138674,1810.807676,-0.024197186,0.0465425,-0.519894414,0.603137169,0.727206704
ENSG00000138678,122.722987,1.449858507,0.157117283,9.227874106,2.76E-20,2.87E-19
ENSG00000138686,318.8489885,0.163539633,0.082999244,1.97037496,0.048795413,0.096515769
ENSG00000138688,1870.089673,-0.356300007,0.050627499,-7.037677359,1.95E-12,1.28E-11
ENSG00000138696,82.16844948,0.186096441,0.144224793,1.290322121,0.196938839,0.315234008
ENSG00000138698,1040.589294,0.153592504,0.059154065,2.596482644,0.009418366,0.022271934
ENSG00000138709,941.2322764,0.310622255,0.054467488,5.702892951,1.18E-08,5.83E-08
ENSG00000138735,195.2009248,0.221089665,0.106438796,2.077153003,0.03778744,0.077369981
ENSG00000138738,95.6859806,0.174387931,0.135547099,1.286548612,0.198251665,0.316989888
ENSG00000138744,730.0873666,-0.461851556,0.061775981,-7.476231778,7.65E-14,5.50E-13
ENSG00000138750,1413.455661,0.27457173,0.058910867,4.660799374,3.15E-06,1.22E-05
ENSG00000138756,516.9968806,0.364305298,0.068458439,5.32155425,1.03E-07,4.65E-07
ENSG00000138757,3838.572816,-0.093674482,0.062737809,-1.493110512,0.135408261,0.232336709
ENSG00000138758,4232.285876,-0.197950805,0.059717705,-3.314775832,0.000917166,0.002591893
ENSG00000138759,140.2769976,0.77141727,0.118257248,6.523213469,6.88E-11,4.06E-10
ENSG00000138760,3107.414432,-1.039689639,0.058084181,-17.89970378,1.19E-71,5.68E-70
ENSG00000138764,915.9862866,-0.884459308,0.059187704,-14.94329475,1.72E-50,5.04E-49
ENSG00000138767,737.8259156,0.157197303,0.063025526,2.494184699,0.012624683,0.029081329
ENSG00000138768,2545.990959,0.373634961,0.047496488,7.866580885,3.64E-15,2.85E-14
ENSG00000138771,1181.973478,-0.908858398,0.052038447,-17.46513294,2.64E-68,1.21E-66
ENSG00000138772,241.7613899,-0.727914758,0.087633658,-8.306337723,9.87E-17,8.51E-16
ENSG00000138777,3235.221024,0.214722497,0.063365086,3.388656285,0.00070236,0.002024936
ENSG00000138778,2909.748285,0.813498242,0.050581733,16.0828464,3.37E-58,1.19E-56
ENSG00000138780,1016.525208,0.290929174,0.055642184,5.228572152,1.71E-07,7.58E-07
ENSG00000138785,307.244176,0.148600126,0.079610184,1.866596927,0.061957897,0.118868272
ENSG00000138792,209.9862014,-0.264450009,0.092712669,-2.852361093,0.004339577,0.010932687
ENSG00000138794,610.9792619,0.076701007,0.068791207,1.114982709,0.264857831,0.399267646
ENSG00000138795,160.3119988,0.885997404,0.119659797,7.404303055,1.32E-13,9.34E-13
ENSG00000138796,983.3418559,0.205520843,0.078068618,2.632566696,0.008474238,0.020248938
ENSG00000138798,27.82623737,0.951091405,0.232505756,4.090614454,4.30E-05,0.000146978
ENSG00000138801,1573.807237,-0.119987176,0.068763997,-1.744912758,0.081000056,0.150133444
ENSG00000138802,730.243678,0.088402249,0.056151757,1.574345188,0.115407668,0.203087071
ENSG00000138814,1452.293035,-0.221604019,0.066446662,-3.335066237,0.000852791,0.002421285
ENSG00000138821,415.9114756,0.151616334,0.087336013,1.736011616,0.082561781,0.152634739
ENSG00000138834,1030.112801,-0.780562901,0.116463216,-6.702226914,2.05E-11,1.25E-10
ENSG00000138835,651.4542018,-0.236593805,0.053352341,-4.434553433,9.23E-06,3.39E-05
ENSG00000138867,1747.025128,-0.119029787,0.060989495,-1.951644075,0.050980477,0.100278188
ENSG00000138942,344.6333307,-0.503248351,0.078157004,-6.438941134,1.20E-10,6.97E-10
ENSG00000139044,184.3603157,0.914562256,0.10233455,8.936984231,4.00E-19,3.90E-18
ENSG00000139083,148.8863351,0.00346669,0.105176662,0.032960638,0.973705977,0.984332552
ENSG00000139112,116.6809827,0.06818808,0.134193908,0.508130966,0.6113615,0.733698037
ENSG00000139116,1348.249751,0.154551876,0.054042463,2.859822958,0.004238776,0.010693949
ENSG00000139131,776.0271493,0.404766187,0.063444234,6.379873508,1.77E-10,1.02E-09
ENSG00000139132,539.3926618,-0.388337226,0.065408718,-5.937086681,2.90E-09,1.51E-08
ENSG00000139133,410.7456351,-0.090884384,0.070825409,-1.283217225,0.199415983,0.3185295
ENSG00000139144,136.4130131,0.532909915,0.129840251,4.104350624,4.05E-05,0.000138951
ENSG00000139146,1942.145298,0.799164794,0.056769467,14.07736996,5.23E-45,1.33E-43
ENSG00000139154,647.808364,0.364637909,0.078645836,4.636455349,3.54E-06,1.36E-05
ENSG00000139160,57.46804018,-0.352551222,0.161348867,-2.185024463,0.028887053,0.060955447
ENSG00000139163,1576.900358,-0.394766323,0.046389429,-8.509833618,1.74E-17,1.56E-16
ENSG00000139168,1164.198085,0.009111563,0.066005325,0.138042854,0.890206549,0.930345488
ENSG00000139173,139.9197555,-0.002858396,0.109581877,-0.026084568,0.979189886,0.987311252
ENSG00000139174,28.7730019,-1.636256514,0.22641601,-7.226770364,4.95E-13,3.38E-12
ENSG00000139178,20.07519803,0.298788788,0.249083843,1.199551062,0.230313742,0.357144283
ENSG00000139180,1119.149477,0.155845595,0.074691011,2.08653751,0.036929961,0.075795455
ENSG00000139182,192.553143,-0.076871543,0.103779677,-0.740718656,0.458864045,0.60172126
ENSG00000139187,30.35622678,0.748118523,0.209916087,3.563893232,0.000365395,0.001101973
ENSG00000139190,57.02971769,-0.365476133,0.177406177,-2.060109401,0.039388083,0.080247707
ENSG00000139192,17.99488208,-0.999936233,0.252931446,-3.953388348,7.71E-05,0.000255379
ENSG00000139197,1063.816911,0.259787836,0.063850745,4.068673559,4.73E-05,0.000160565
ENSG00000139211,1498.107376,0.76000827,0.063162946,12.03250202,2.40E-33,4.23E-32
ENSG00000139218,3645.995836,-0.014538442,0.039254267,-0.370365904,0.711109875,0.810539885
ENSG00000139233,1420.051023,0.129288425,0.055373636,2.334837187,0.019551928,0.043083396
ENSG00000139239,67.01084597,0.169271579,0.168824931,1.002645627,0.316031873,0.457462968
ENSG00000139263,214.6480982,0.260079286,0.101796819,2.554886187,0.010622252,0.024869662
ENSG00000139266,390.3385602,-0.167551661,0.066719644,-2.511279319,0.012029447,0.027831804
ENSG00000139269,31.29552064,2.189299584,0.248425652,8.812695344,1.22E-18,1.16E-17
ENSG00000139278,71.28161683,0.160686859,0.158174982,1.01588037,0.309686358,0.45039911
ENSG00000139287,47.52729018,-0.157225408,0.16875279,-0.931690715,0.351496386,0.494756552
ENSG00000139289,313.9216913,0.209051828,0.067367296,3.103164882,0.001914629,0.005136073
ENSG00000139291,851.4994494,0.436186208,0.071749001,6.079334937,1.21E-09,6.48E-09
ENSG00000139304,51.68193751,-1.139030201,0.180979949,-6.293681728,3.10E-10,1.74E-09
ENSG00000139318,50.63375195,0.254767162,0.207568136,1.227390517,0.219675849,0.343628987
ENSG00000139323,771.4900561,0.426366649,0.054125937,7.877307545,3.35E-15,2.63E-14
ENSG00000139324,2785.851497,-0.319128306,0.056668202,-5.631523382,1.79E-08,8.70E-08
ENSG00000139343,2064.435434,0.619470872,0.050770711,12.2013432,3.06E-34,5.59E-33
ENSG00000139344,46.93149547,0.532269506,0.232311403,2.291189748,0.021952442,0.047844826
ENSG00000139350,2027.59136,0.49490402,0.055548689,8.909373518,5.13E-19,4.98E-18
ENSG00000139352,23.81256349,0.790718839,0.274775275,2.877692832,0.00400595,0.010157484
ENSG00000139354,965.9652981,0.949806264,0.052801209,17.98834303,2.40E-72,1.16E-70
ENSG00000139370,584.8048213,-0.044516625,0.061183406,-0.727593122,0.466862692,0.609059924
ENSG00000139372,2609.564002,0.325899447,0.048132979,6.770813991,1.28E-11,7.90E-11
ENSG00000139405,992.8089463,0.413262315,0.070884739,5.830060507,5.54E-09,2.82E-08
ENSG00000139410,166.3690711,-0.499103091,0.104597285,-4.77166392,1.83E-06,7.24E-06
ENSG00000139428,1352.090649,0.322841827,0.042794023,7.544086821,4.55E-14,3.33E-13
ENSG00000139433,1840.183708,-0.850408325,0.069910146,-12.1643048,4.82E-34,8.74E-33
ENSG00000139436,606.4974603,0.017678545,0.057250644,0.308792075,0.757479698,0.843700569
ENSG00000139437,811.1101418,-0.009634508,0.050208569,-0.191889709,0.847828598,0.902994776
ENSG00000139438,232.0153822,0.207589778,0.095331416,2.177558941,0.029438889,0.061998988
ENSG00000139496,2901.232679,0.383907928,0.040245964,9.539041724,1.44E-21,1.62E-20
ENSG00000139505,1353.997602,-0.194183828,0.066556622,-2.917573386,0.003527666,0.009030668
ENSG00000139508,166.7828062,-0.828593033,0.1109769,-7.466355892,8.24E-14,5.91E-13
ENSG00000139514,1738.593033,0.965452506,0.058034687,16.63578389,3.84E-62,1.50E-60
ENSG00000139517,853.9315603,-0.392646173,0.065377511,-6.005829363,1.90E-09,1.00E-08
ENSG00000139531,440.3044465,-1.083229058,0.068249931,-15.87150414,9.98E-57,3.39E-55
ENSG00000139537,29.1820887,-0.024181354,0.206883152,-0.116884113,0.906951887,0.943099684
ENSG00000139540,8.596894624,-0.095695756,0.277614939,-0.344706796,0.730314808,0.824521809
ENSG00000139546,1081.595992,-0.021663156,0.048298162,-0.448529629,0.653771008,0.766198222
ENSG00000139547,87.30516564,-0.051033568,0.17533414,-0.29106464,0.771001883,0.853149264
ENSG00000139579,787.5336507,0.33209252,0.070930237,4.681959849,2.84E-06,1.10E-05
ENSG00000139597,68.60395356,0.137224975,0.154242841,0.88966836,0.373643988,0.518036701
ENSG00000139613,1244.306154,0.111352757,0.059327213,1.876925471,0.060528309,0.116440677
ENSG00000139618,2354.064483,0.565601055,0.045245011,12.50084914,7.39E-36,1.43E-34
ENSG00000139620,1132.774654,0.043889492,0.047872958,0.916790891,0.359252227,0.502816157
ENSG00000139624,427.2429145,0.091386508,0.065791644,1.389029099,0.164823902,0.273606346
ENSG00000139625,484.6787413,-0.513277104,0.091796586,-5.591461772,2.25E-08,1.08E-07
ENSG00000139629,2415.215713,-0.003951975,0.045263553,-0.087310318,0.930424853,0.959500629
ENSG00000139631,329.0620551,-0.244603471,0.122543788,-1.996049534,0.045928531,0.091620869
ENSG00000139636,364.7642822,-0.241303838,0.082127152,-2.938173684,0.00330152,0.008487677
ENSG00000139637,545.63499,0.069702313,0.083658384,0.833177859,0.404744428,0.549286467
ENSG00000139641,2813.216859,0.254900942,0.052258316,4.877710618,1.07E-06,4.36E-06
ENSG00000139644,15618.52803,-0.222301476,0.058276057,-3.814627973,0.000136388,0.000436514
ENSG00000139645,704.5985338,0.155525387,0.060742606,2.560400331,0.010455165,0.024517821
ENSG00000139651,1056.965655,-0.084830344,0.051903689,-1.634379875,0.102179111,0.183057831
ENSG00000139668,267.2509005,-0.301702355,0.090797945,-3.322788357,0.000891225,0.002524483
ENSG00000139675,69.37038796,0.361614358,0.157508529,2.29583985,0.02168504,0.047342332
ENSG00000139684,3653.142072,0.269527593,0.0516175,5.221632057,1.77E-07,7.85E-07
ENSG00000139687,987.0840054,0.012655041,0.067062455,0.188705308,0.850323791,0.90462131
ENSG00000139697,3445.576419,0.267757428,0.040679932,6.582052055,4.64E-11,2.77E-10
ENSG00000139714,60.10140247,-0.509225848,0.165259754,-3.081366373,0.002060529,0.005499471
ENSG00000139718,219.0930243,-0.326940035,0.109250739,-2.992565899,0.002766429,0.007202105
ENSG00000139719,867.5771755,-0.057028827,0.07141057,-0.798604838,0.424519581,0.569167086
ENSG00000139722,245.5085262,-0.104384778,0.090395266,-1.154759347,0.248188989,0.379284727
ENSG00000139725,810.8841909,-0.066706658,0.049604398,-1.344773069,0.17869853,0.292318831
ENSG00000139726,3008.204478,0.134940102,0.05988306,2.253393548,0.024234346,0.052214831
ENSG00000139734,532.7839726,0.695786463,0.065498315,10.62296737,2.33E-26,3.15E-25
ENSG00000139737,261.1690538,0.452720312,0.092627502,4.887536655,1.02E-06,4.15E-06
ENSG00000139746,1329.971346,0.255525706,0.044224984,5.777858606,7.57E-09,3.81E-08
ENSG00000139793,1130.171099,-0.373903231,0.054060732,-6.91635535,4.63E-12,2.96E-11
ENSG00000139800,138.5055876,1.317593869,0.129603468,10.16634735,2.80E-24,3.49E-23
ENSG00000139826,497.3108908,-0.125415652,0.062808096,-1.996807102,0.045846142,0.091492024
ENSG00000139832,154.2732356,-0.789590362,0.112309519,-7.030484745,2.06E-12,1.35E-11
ENSG00000139835,485.2103246,0.008991391,0.064164363,0.140130598,0.888556806,0.929424542
ENSG00000139842,2437.566286,0.40644174,0.06186477,6.569841635,5.04E-11,3.00E-10
ENSG00000139865,190.853799,-1.13311907,0.09728327,-11.6476252,2.36E-31,3.88E-30
ENSG00000139880,426.8441395,0.225622457,0.078811384,2.862815585,0.004198949,0.010599974
ENSG00000139890,33.36452785,-0.274841848,0.200643007,-1.36980527,0.170747697,0.281598098
ENSG00000139899,25.4402833,-1.13139426,0.223757004,-5.056352376,4.27E-07,1.82E-06
ENSG00000139908,13.89631083,-0.115413794,0.264618734,-0.436151259,0.662726989,0.773400929
ENSG00000139921,4725.303444,0.251977213,0.063424759,3.972852493,7.10E-05,0.000236405
ENSG00000139926,687.9073839,-0.318811652,0.065218968,-4.888327161,1.02E-06,4.14E-06
ENSG00000139970,51.31326335,-0.931122839,0.177959146,-5.23222807,1.67E-07,7.44E-07
ENSG00000139974,238.0243175,0.421477396,0.092884979,4.537627066,5.69E-06,2.14E-05
ENSG00000139977,1194.366283,-0.12577359,0.052241198,-2.407555628,0.016059715,0.03602528
ENSG00000139988,33.96791046,0.061678446,0.285461752,0.216065535,0.828936664,0.891235916
ENSG00000139990,831.2211633,-0.342574385,0.055252184,-6.200196247,5.64E-10,3.11E-09
ENSG00000139998,596.9063251,-0.656414322,0.059514573,-11.02947215,2.75E-28,3.97E-27
ENSG00000140006,734.0738156,0.411654839,0.058795182,7.001506329,2.53E-12,1.65E-11
ENSG00000140022,238.5243716,-0.967712944,0.111363679,-8.689663942,3.64E-18,3.38E-17
ENSG00000140025,384.9745259,-0.285982407,0.074111632,-3.858805974,0.000113942,0.00036851
ENSG00000140043,637.3115704,0.13208207,0.072217886,1.828938486,0.067408824,0.128082996
ENSG00000140044,359.000315,0.58989662,0.101015188,5.839682412,5.23E-09,2.67E-08
ENSG00000140057,30.52358534,-0.099212471,0.210599994,-0.471094368,0.637573347,0.754236172
ENSG00000140092,18.06099358,0.196396582,0.28179918,0.696938088,0.48584154,0.626550886
ENSG00000140093,34.37724295,0.198582106,0.22073633,0.899634902,0.368314577,0.512534141
ENSG00000140104,374.2052186,-0.462219444,0.081979324,-5.638244136,1.72E-08,8.38E-08
ENSG00000140105,1255.341756,0.220564807,0.066246798,3.329441021,0.000870205,0.002468683
ENSG00000140153,539.9197841,-0.235826184,0.069268278,-3.404533639,0.000662771,0.001917523
ENSG00000140157,1651.604655,0.306882221,0.065247354,4.703366539,2.56E-06,9.99E-06
ENSG00000140199,174.5291969,-0.02700106,0.097830989,-0.275997004,0.782550367,0.861264224
ENSG00000140259,805.7542825,0.003026786,0.084859519,0.035668199,0.971546928,0.982974079
ENSG00000140262,468.5887619,0.182226128,0.065771609,2.77058948,0.005595492,0.013838293
ENSG00000140263,1267.070488,0.432349011,0.066104436,6.540393327,6.14E-11,3.63E-10
ENSG00000140264,4746.451336,-0.081467079,0.051367872,-1.585953936,0.112749759,0.199057304
ENSG00000140265,697.1424798,0.027426399,0.055132097,0.497466998,0.61885977,0.740418252
ENSG00000140280,1402.15399,0.407420401,0.078113038,5.215779757,1.83E-07,8.10E-07
ENSG00000140284,709.153756,0.673306331,0.077715064,8.663781476,4.56E-18,4.22E-17
ENSG00000140297,32.21397131,0.133651754,0.219094165,0.610019687,0.541848766,0.67616806
ENSG00000140299,1482.437772,0.252320253,0.050082821,5.038059877,4.70E-07,1.99E-06
ENSG00000140307,588.9222829,0.361101748,0.070414025,5.128264517,2.92E-07,1.27E-06
ENSG00000140319,1554.486849,-0.1157828,0.065036789,-1.780266247,0.075032398,0.140432097
ENSG00000140320,654.2840159,-0.155315644,0.054902807,-2.828919932,0.004670538,0.011707095
ENSG00000140326,424.1775615,0.226848778,0.074377533,3.049963734,0.00228869,0.00605653
ENSG00000140332,1796.496668,0.433089239,0.041902517,10.33563781,4.86E-25,6.25E-24
ENSG00000140350,2314.970356,0.557304786,0.056297763,9.899234947,4.19E-23,4.97E-22
ENSG00000140365,1208.792178,0.021414063,0.047114479,0.454511312,0.649460852,0.763466502
ENSG00000140367,839.9553817,0.04499412,0.053799114,0.836335697,0.402966077,0.547378895
ENSG00000140374,3591.585545,-0.835128088,0.05893835,-14.16951922,1.41E-45,3.65E-44
ENSG00000140382,610.3659443,-0.164763382,0.06786032,-2.427978279,0.015183253,0.034276105
ENSG00000140386,224.5515006,-0.090430001,0.094775334,-0.954151231,0.340007097,0.482882419
ENSG00000140391,1779.446818,0.136703383,0.079772275,1.71367036,0.086589284,0.15890289
ENSG00000140395,1218.824794,-0.192320499,0.049552584,-3.88113968,0.000103968,0.000338209
ENSG00000140396,838.9900265,-0.776738851,0.05205043,-14.92281329,2.34E-50,6.83E-49
ENSG00000140398,366.4746946,-0.858848965,0.125040836,-6.868547868,6.49E-12,4.10E-11
ENSG00000140400,1639.533309,-0.115612191,0.095770749,-1.207176428,0.227364206,0.353163016
ENSG00000140403,223.0261931,0.203188188,0.096124974,2.113791866,0.034533048,0.071389134
ENSG00000140406,537.5615034,-0.0438573,0.068290121,-0.642220282,0.520730166,0.65808283
ENSG00000140416,922.2854365,0.488079864,0.049651273,9.830158069,8.35E-23,9.76E-22
ENSG00000140443,1742.022314,1.281240016,0.053049475,24.15179467,7.15E-129,7.82E-127
ENSG00000140450,754.9363032,-0.80664423,0.062251588,-12.95780959,2.12E-38,4.40E-37
ENSG00000140451,790.7467308,0.979081437,0.119371522,8.201968304,2.36E-16,1.99E-15
ENSG00000140455,1061.148229,0.015396476,0.04525626,0.340206544,0.733700991,0.826846389
ENSG00000140463,290.7419493,-0.237434309,0.074517309,-3.186297411,0.001441064,0.003948664
ENSG00000140464,281.0586845,-0.161879531,0.090610876,-1.78653533,0.074012622,0.138821777
ENSG00000140471,430.5389028,-0.233499866,0.076612937,-3.047786391,0.002305337,0.006095875
ENSG00000140474,1714.821597,-0.291453535,0.061908105,-4.707841317,2.50E-06,9.79E-06
ENSG00000140479,533.4125011,-0.724339479,0.058387001,-12.40583469,2.43E-35,4.62E-34
ENSG00000140497,828.1182989,-0.169505819,0.062606013,-2.707500629,0.006779194,0.016511486
ENSG00000140519,142.8521318,-1.266762674,0.195134613,-6.491737449,8.49E-11,4.96E-10
ENSG00000140521,2282.175124,0.360087406,0.044748121,8.0469838,8.49E-16,6.92E-15
ENSG00000140525,3335.897681,0.358584226,0.036394759,9.852633612,6.68E-23,7.84E-22
ENSG00000140526,827.9715055,0.187400224,0.055218415,3.39379944,0.000689302,0.001991197
ENSG00000140534,871.433025,0.889624633,0.061850221,14.3835321,6.57E-47,1.74E-45
ENSG00000140543,62.37681337,0.38684102,0.153247227,2.524293759,0.011593101,0.026910078
ENSG00000140545,71.17921216,0.548635581,0.161804006,3.390741642,0.000697038,0.002011849
ENSG00000140548,354.5043734,-0.526436627,0.080705409,-6.522941028,6.89E-11,4.06E-10
ENSG00000140553,1659.893631,-0.147940067,0.045339527,-3.262938058,0.001102636,0.003079622
ENSG00000140563,73.93147927,0.205951206,0.143702368,1.433178926,0.15180671,0.255275164
ENSG00000140564,647.2033942,-0.734675706,0.06480295,-11.33707191,8.60E-30,1.32E-28
ENSG00000140575,3958.172118,-0.335556686,0.046331665,-7.24249147,4.41E-13,3.02E-12
ENSG00000140577,237.4965839,0.002935647,0.082221243,0.035704246,0.971518185,0.982974079
ENSG00000140598,804.7271631,-0.403167784,0.060709823,-6.640898639,3.12E-11,1.88E-10
ENSG00000140612,3164.718218,-0.125654364,0.058796018,-2.137123698,0.032587932,0.067873092
ENSG00000140632,1498.639595,-0.091203848,0.038345337,-2.378485995,0.017383897,0.038704304
ENSG00000140650,1242.203966,0.196644701,0.042943242,4.579176898,4.67E-06,1.77E-05
ENSG00000140675,20.54669578,0.096977224,0.237835567,0.40774904,0.68345793,0.789219619
ENSG00000140682,43.20511025,-0.598359622,0.186341172,-3.21109724,0.001322292,0.003645568
ENSG00000140688,1101.243721,-0.215804921,0.049366044,-4.371525534,1.23E-05,4.47E-05
ENSG00000140691,275.1021309,-0.281781087,0.088270946,-3.19222915,0.001411793,0.003874656
ENSG00000140694,1204.192691,0.116871956,0.054732102,2.135345642,0.032732787,0.068119584
ENSG00000140718,902.9118856,0.009983742,0.049484788,0.201753756,0.840109235,0.89796521
ENSG00000140740,4759.266155,0.09325276,0.046625516,2.000037067,0.045496262,0.090899674
ENSG00000140743,566.015995,0.731476223,0.067402826,10.85230791,1.94E-27,2.72E-26
ENSG00000140749,24.64894643,-0.333094633,0.231989293,-1.43581899,0.151053855,0.254154693
ENSG00000140750,283.9379027,0.126028144,0.082091807,1.53520976,0.124732312,0.216915209
ENSG00000140795,86.342311,0.11037743,0.161863229,0.681917879,0.49529088,0.634949504
ENSG00000140829,2230.704401,0.214957349,0.036781018,5.844246848,5.09E-09,2.60E-08
ENSG00000140830,426.9752503,-0.273793594,0.067055342,-4.083098886,4.44E-05,0.000151563
ENSG00000140832,472.6799038,-0.580666338,0.068064058,-8.531174171,1.45E-17,1.30E-16
ENSG00000140836,414.8539487,-0.594027811,0.06630752,-8.958679429,3.29E-19,3.23E-18
ENSG00000140848,224.397882,0.443427955,0.089503205,4.954324894,7.26E-07,3.01E-06
ENSG00000140853,43.06263992,0.179981153,0.218497263,0.823722688,0.410097145,0.554829377
ENSG00000140854,327.9745195,0.168440076,0.074424548,2.263232762,0.023621345,0.051049219
ENSG00000140859,154.9687175,-3.17722545,0.118489253,-26.81446087,2.19E-158,3.49E-156
ENSG00000140876,151.3815489,-0.496269686,0.11283202,-4.398305449,1.09E-05,3.98E-05
ENSG00000140905,1324.323014,0.578325003,0.063822431,9.061469312,1.29E-19,1.29E-18
ENSG00000140931,175.2078182,0.404091692,0.105796255,3.819527368,0.000133708,0.000428577
ENSG00000140939,730.2202065,-0.301958102,0.054851584,-5.505002373,3.69E-08,1.74E-07
ENSG00000140941,690.9171214,-0.11805218,0.068828168,-1.715172492,0.086313607,0.158510527
ENSG00000140943,6586.875948,-0.202540164,0.042331566,-4.784613036,1.71E-06,6.82E-06
ENSG00000140945,48.82498536,-0.720592309,0.162477834,-4.435019161,9.21E-06,3.38E-05
ENSG00000140948,814.6476692,0.05873499,0.051785265,1.134202754,0.256709509,0.389526223
ENSG00000140950,861.428171,-0.389775956,0.050864025,-7.66309691,1.82E-14,1.36E-13
ENSG00000140961,205.1316384,0.802949338,0.086696507,9.261611178,2.01E-20,2.11E-19
ENSG00000140983,1968.061367,-0.032096809,0.077914983,-0.411946559,0.680378594,0.786827695
ENSG00000140986,26.12989601,0.60272796,0.236954675,2.543642406,0.010970333,0.025591634
ENSG00000140987,347.0499462,-0.114517685,0.075589985,-1.514984895,0.129776229,0.224377218
ENSG00000140988,32176.21117,0.218050007,0.061295611,3.557351045,0.000374613,0.001127955
ENSG00000140990,1775.405782,0.205726076,0.064029614,3.21298325,0.00131364,0.003623171
ENSG00000140992,1543.81049,-0.39531072,0.039266585,-10.06735686,7.70E-24,9.39E-23
ENSG00000140993,66.07956116,-0.162151489,0.157533224,-1.029316134,0.303331144,0.443698683
ENSG00000140995,1296.722156,-0.197526617,0.044397384,-4.449059776,8.62E-06,3.18E-05
ENSG00000141002,3473.569081,-0.305917958,0.031761287,-9.631787059,5.87E-22,6.66E-21
ENSG00000141012,1103.093155,0.083913494,0.046636977,1.799291022,0.071972657,0.135440354
ENSG00000141013,1183.950774,-0.306083882,0.047021985,-6.509378171,7.55E-11,4.43E-10
ENSG00000141026,419.1977539,-0.381309181,0.071749228,-5.314470834,1.07E-07,4.83E-07
ENSG00000141027,2024.691244,0.03873674,0.042646762,0.908316094,0.363711242,0.507571234
ENSG00000141030,1468.894601,0.079662115,0.060532936,1.316012755,0.188169762,0.304564803
ENSG00000141034,248.4008581,0.260519033,0.082480907,3.158537446,0.001585629,0.00432519
ENSG00000141040,181.3091303,-0.179220453,0.108909429,-1.645591709,0.099847847,0.179281388
ENSG00000141068,102.8520746,0.351728288,0.143338034,2.453837815,0.014134071,0.032144068
ENSG00000141076,416.8310437,0.384643744,0.066707334,5.76613877,8.11E-09,4.07E-08
ENSG00000141084,291.9953305,-0.208883903,0.081823394,-2.552862847,0.010684156,0.024994943
ENSG00000141098,551.7039589,0.012562077,0.058421231,0.215025893,0.829747131,0.891775381
ENSG00000141101,912.0246539,0.331995746,0.064293755,5.16373242,2.42E-07,1.06E-06
ENSG00000141127,928.5406119,0.171254595,0.055464883,3.087622034,0.002017649,0.005393427
ENSG00000141179,240.4903491,-0.728111422,0.097835723,-7.442183682,9.90E-14,7.06E-13
ENSG00000141198,1245.286526,-0.289200395,0.052613754,-5.496669056,3.87E-08,1.82E-07
ENSG00000141219,620.5336321,0.014701406,0.063545048,0.23135407,0.817039744,0.884302536
ENSG00000141232,1208.110357,-0.288214989,0.047719654,-6.039754439,1.54E-09,8.21E-09
ENSG00000141252,787.7062397,-0.04852518,0.048913803,-0.992054948,0.321170722,0.462868476
ENSG00000141258,2564.00966,-1.042907157,0.074769162,-13.94835953,3.22E-44,8.06E-43
ENSG00000141279,2593.859163,0.440171307,0.035463155,12.41207412,2.25E-35,4.27E-34
ENSG00000141294,40.15417277,-0.505526249,0.212333443,-2.380813134,0.017274472,0.038485682
ENSG00000141295,441.7071164,-0.469021341,0.079942395,-5.866991384,4.44E-09,2.28E-08
ENSG00000141298,199.8277396,0.101698094,0.090392806,1.12506845,0.260560029,0.394379271
ENSG00000141337,216.1212796,-0.060595912,0.089613601,-0.676191013,0.498919378,0.638406889
ENSG00000141349,499.4948084,-0.016793335,0.074297432,-0.226028472,0.821179276,0.886692476
ENSG00000141367,15625.52901,0.214848952,0.04494325,4.780449863,1.75E-06,6.95E-06
ENSG00000141371,6.261302459,0.705345106,0.289682584,2.43488958,0.014896335,0.033713534
ENSG00000141376,3270.169987,-0.996736684,0.058918638,-16.9171712,3.36E-64,1.37E-62
ENSG00000141378,639.7426511,0.53256622,0.059349801,8.973344709,2.88E-19,2.83E-18
ENSG00000141380,3408.046013,0.011426356,0.033690346,0.339158179,0.734490572,0.827376912
ENSG00000141384,724.8765007,0.740857342,0.061233953,12.09879994,1.07E-33,1.92E-32
ENSG00000141385,5092.112551,0.279589209,0.04860259,5.752557826,8.79E-09,4.40E-08
ENSG00000141391,316.8885586,0.202189391,0.094858515,2.131483833,0.033049303,0.068701782
ENSG00000141401,532.255978,0.233759846,0.077952242,2.998757193,0.002710832,0.007071692
ENSG00000141404,124.0636429,0.972664018,0.136364223,7.132838795,9.83E-13,6.59E-12
ENSG00000141424,33831.9849,0.607539464,0.055872665,10.87364395,1.54E-27,2.16E-26
ENSG00000141425,3361.60888,0.53505786,0.060843297,8.794031305,1.44E-18,1.37E-17
ENSG00000141428,204.4304034,0.161309785,0.121209602,1.330833381,0.183243842,0.298117444
ENSG00000141429,1343.002583,-0.26598819,0.075479581,-3.523975436,0.000425124,0.001269812
ENSG00000141441,128.6030988,-0.883249759,0.121480279,-7.270725477,3.58E-13,2.46E-12
ENSG00000141446,1738.925605,-0.06778315,0.044773676,-1.513906293,0.130049608,0.224793163
