ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000221528,0.969265333,-0.096115259,0.203150244,-0.473124016,0.636124704,NA
ENSG00000221530,1.168118779,-0.021436279,0.101598692,-0.210989718,0.832895294,NA
ENSG00000221537,0.380320686,-0.054398327,0.135073484,-0.402731352,0.687145867,NA
ENSG00000221539,25.09562235,0.559498269,0.235680622,2.373968063,0.017598073,0.039129333
ENSG00000221540,0.401880109,-0.062494998,0.142564778,-0.438362117,0.661123804,NA
ENSG00000221542,0.356768717,0.053196481,0.13355358,0.398315649,0.690397527,NA
ENSG00000221545,8.259614278,-0.089855538,0.282175745,-0.318438205,0.750152562,0.838401007
ENSG00000221553,0.081937086,-0.03372695,0.056053872,-0.601688141,0.547381746,NA
ENSG00000221555,2.346924004,-0.469369753,0.27151738,-1.728691376,0.083864346,0.154592225
ENSG00000221565,0.934913417,0.004920447,0.200205621,0.024576967,0.980392392,NA
ENSG00000221573,0.260775517,0.133602732,0.099807416,1.338605258,0.180699213,NA
ENSG00000221579,0.421813326,0.047623173,0.132736905,0.358778688,0.719760657,NA
ENSG00000221585,0.448293828,-0.05761232,0.152619792,-0.377489181,0.705810103,NA
ENSG00000221590,0.579727264,0.06020338,0.167084779,0.360316365,0.718610563,NA
ENSG00000221595,0.136583502,0.029303077,0.059681601,0.490990128,0.62343343,NA
ENSG00000221599,0.357236173,-0.267857273,0.133807337,-2.00181304,0.045304843,NA
ENSG00000221602,0.170793603,1.73E-05,0.065634341,0.000263349,0.999789878,NA
ENSG00000221606,0.690915455,-0.023446988,0.141128285,-0.166139539,0.868047139,NA
ENSG00000221616,0.217314753,0.095962713,0.093432613,1.027079402,0.304383077,NA
ENSG00000221619,1.287818244,-0.37867429,0.234385209,-1.615606599,0.106179396,NA
ENSG00000221628,0.041792327,0,0.056053872,0,1,NA
ENSG00000221635,0.079983313,0.000260702,0.056053872,0.004650922,0.996289115,NA
ENSG00000221639,2.975815546,-0.152732869,0.28007098,-0.545336288,0.585522251,0.713004879
ENSG00000221641,0.915053542,0.067130558,0.212408782,0.316044171,0.751968981,NA
ENSG00000221643,1.233122352,-0.343509068,0.210622345,-1.630924141,0.102906327,NA
ENSG00000221644,0.083198923,0.034248354,0.056053872,0.610989984,0.541206211,NA
ENSG00000221650,1.47192738,0.003824273,0.228975475,0.016701671,0.986674614,NA
ENSG00000221654,2.312267946,0.227315352,0.269687426,0.842884503,0.399293041,0.54407374
ENSG00000221656,0.170593111,-0.074284638,0.074810012,-0.992977215,0.320721059,NA
ENSG00000221662,1.575497057,-0.100930226,0.258603303,-0.39028978,0.69632228,0.799268752
ENSG00000221664,2.534551531,-0.448973777,0.27234075,-1.648573619,0.099235017,0.178399153
ENSG00000221665,0.849309052,-0.053832852,0.197027727,-0.27322475,0.784680456,NA
ENSG00000221670,0.296352485,0,0.112136934,0,1,NA
ENSG00000221676,164.8158063,0.339400187,0.136516923,2.486140034,0.012913714,0.029664027
ENSG00000221680,0.871606646,0.050884,0.199732356,0.254760925,0.798907757,NA
ENSG00000221683,0.516267081,0.11519228,0.157441157,0.731652907,0.464380447,NA
ENSG00000221693,0.738848307,-0.186965323,0.178872709,-1.045242304,0.295910996,NA
ENSG00000221696,0.250445713,-0.111830855,0.090593069,-1.234430583,0.217042499,NA
ENSG00000221699,0.090483601,0,0.056053872,0,1,NA
ENSG00000221704,1.865417366,0.045185394,0.234563204,0.192636328,0.847243792,0.90269927
ENSG00000221707,0.341687574,0.121317326,0.135688784,0.894085141,0.371276339,NA
ENSG00000221711,0.043544976,-0.03372695,0.056053872,-0.601688141,0.547381746,NA
ENSG00000221716,1.645897551,-0.090054627,0.247937805,-0.363214586,0.716444593,0.814768469
ENSG00000221729,0.081945385,0.068236006,0.056053872,1.217329047,0.223479047,NA
ENSG00000221730,0.749045644,0.006204981,0.177705992,0.034917119,0.97214583,NA
ENSG00000221733,1.121337699,0.127618812,0.226312635,0.563904935,0.572818831,NA
ENSG00000221737,0.047805405,0,0.056053872,0,1,NA
ENSG00000221740,15.6924413,0.786834235,0.269885963,2.915432232,0.003551962,0.009088338
ENSG00000221741,0.921493384,0.084635445,0.177917356,0.475700893,0.634287485,NA
ENSG00000221753,7.164285439,-0.140094216,0.289348943,-0.484170478,0.628264887,0.747482512
ENSG00000221763,1.967180913,0.322764262,0.262844533,1.227966431,0.21945957,0.343456269
ENSG00000221764,0.371926809,-0.124904121,0.144720904,-0.863068972,0.388099546,NA
ENSG00000221767,6.053064556,0.132726303,0.289107041,0.459090524,0.646169162,0.760775687
ENSG00000221771,0.449088455,0.001990838,0.155610579,0.012793721,0.989792366,NA
ENSG00000221774,5.628671032,-0.439512526,0.289195557,-1.519776205,0.128567232,0.22266142
ENSG00000221781,0.195909722,-0.087645064,0.090486578,-0.9685974,0.332746101,NA
ENSG00000221782,1.350175389,-0.398040623,0.218273714,-1.823584776,0.06821487,NA
ENSG00000221789,0.610789665,0.052560013,0.154252579,0.34073993,0.733299376,NA
ENSG00000221809,0.082555596,-0.067714602,0.056053872,-1.208027203,0.227036799,NA
ENSG00000221817,98.13484399,-0.528427212,0.136115571,-3.882195155,0.000103518,0.000336797
ENSG00000221819,26.94560628,-0.43291717,0.243187245,-1.780180413,0.07504644,0.140440539
ENSG00000221821,46.46560773,-0.254099315,0.16941924,-1.49982561,0.133659582,0.229815785
ENSG00000221823,1440.712395,0.240373271,0.064364587,3.734557809,0.000188045,0.000590683
ENSG00000221829,842.0980664,0.265154061,0.048235764,5.497042887,3.86E-08,1.82E-07
ENSG00000221838,734.6189203,-0.204253481,0.060728902,-3.363365298,0.000769984,0.002206286
ENSG00000221844,24.61962881,0.382980986,0.285979939,1.339188293,0.180509382,0.294694862
ENSG00000221869,714.136794,-0.454955345,0.069949318,-6.504071184,7.82E-11,4.59E-10
ENSG00000221883,25.33313906,-0.314761585,0.230478405,-1.365687968,0.172036923,0.283315211
ENSG00000221886,160.5980131,0.136487521,0.100256471,1.361383651,0.17339248,0.285022467
ENSG00000221887,6.150910299,0.16008215,0.287731364,0.55635975,0.577964949,0.706947964
ENSG00000221890,196.3290285,-0.457770257,0.089728877,-5.101704949,3.37E-07,1.45E-06
ENSG00000221909,178.3330948,-0.417163932,0.104556784,-3.989831337,6.61E-05,0.000221143
ENSG00000221914,784.7686708,0.455079896,0.058957468,7.71878291,1.17E-14,8.89E-14
ENSG00000221916,26.31712405,0.134736315,0.203096396,0.663410664,0.507067578,0.646298967
ENSG00000221923,27.11861622,-0.13150671,0.218857924,-0.600877082,0.547921859,0.68163621
ENSG00000221926,1559.739313,-0.062196569,0.050644237,-1.228107521,0.219406608,0.343452936
ENSG00000221944,458.8544201,0.281999862,0.09189159,3.068832102,0.002148973,0.00571697
ENSG00000221947,40.09047623,-0.24887483,0.20469736,-1.215818466,0.224054083,0.348937799
ENSG00000221949,96.71734688,-0.03677568,0.160599791,-0.228989587,0.818877009,0.885648505
ENSG00000221955,173.8592043,0.718609124,0.103238633,6.960660976,3.39E-12,2.18E-11
ENSG00000221968,662.4262223,0.548241088,0.072376605,7.574838369,3.60E-14,2.65E-13
ENSG00000221978,2712.967405,-0.205300322,0.116985132,-1.754926619,0.07927186,0.147288764
ENSG00000221983,5107.872793,0.233472691,0.059799294,3.904271667,9.45E-05,0.000309892
ENSG00000221988,273.7518254,0.192678344,0.085749466,2.24699177,0.024640553,0.053001165
ENSG00000221990,84.28449664,-0.110245671,0.131194706,-0.840321028,0.400728414,0.545365664
ENSG00000221994,65.58544872,-0.254058985,0.142535619,-1.782424546,0.074680026,0.139882165
ENSG00000222007,1.22876106,-0.681414086,0.229091767,-2.974415433,0.002935474,NA
ENSG00000222011,396.768038,-0.275504709,0.070799745,-3.891323489,9.97E-05,0.000325506
ENSG00000222017,18.46786005,-0.907164879,0.243009033,-3.73305004,0.000189175,0.000593869
ENSG00000222018,6.175207974,-0.09620368,0.185804924,-0.51776712,0.604620762,0.728329526
ENSG00000222019,84.79393432,-0.116971193,0.136102811,-0.859432605,0.390101888,0.534785199
ENSG00000222020,11.63462872,-0.111882123,0.268815998,-0.416203366,0.677261197,0.784395975
ENSG00000222041,179.5278292,0.673626629,0.103330017,6.519176605,7.07E-11,4.16E-10
ENSG00000222043,9.499041222,0.337330992,0.277344723,1.216287763,0.223875322,0.348765078
ENSG00000222067,4.879892995,-0.37660637,0.289149871,-1.302460794,0.192758912,0.310048447
ENSG00000222068,1.697934825,-0.320044209,0.251167221,-1.274227618,0.20258276,0.322535349
ENSG00000222071,5.91068446,-0.674735566,0.287334787,-2.348255753,0.018861565,0.041660391
ENSG00000222076,1.037401703,0.252431049,0.213554925,1.182042738,0.237188743,NA
ENSG00000222092,0.456473097,-0.21926125,0.155143604,-1.413279336,0.157573607,NA
ENSG00000222094,2.624041038,0.052741386,0.264141226,0.199671164,0.841737767,0.899116058
ENSG00000222108,0.409407943,0.379206442,0.141622803,2.677580412,0.007415605,NA
ENSG00000222111,1.832501959,-0.042766314,0.25005402,-0.171028301,0.864201512,0.914087508
ENSG00000222112,2.941706269,-0.074892099,0.273889699,-0.273438903,0.784515852,0.862814385
ENSG00000222126,0.128536548,0,0.069421435,0,1,NA
ENSG00000222145,0.134013909,0.061339761,0.059135544,1.037273967,0.299608195,NA
ENSG00000222177,0.33256602,0.001879648,0.136857915,0.013734302,0.989041957,NA
ENSG00000222179,1.475507267,0.526584496,0.237274273,2.219307174,0.026465834,NA
ENSG00000222197,1.026343991,0.331159687,0.219256297,1.510377084,0.130947233,NA
ENSG00000222222,1.485897555,0.166349758,0.235663787,0.705877472,0.480264338,0.621541976
ENSG00000222224,3.379418166,0.058753537,0.281020011,0.209072433,0.834391695,0.894570597
ENSG00000222226,0.257092169,0.048333119,0.101605348,0.475694639,0.634291941,NA
ENSG00000222235,1.924180051,-0.251240728,0.253273091,-0.991975609,0.321209424,0.462868476
ENSG00000222248,0.615242328,-0.103258223,0.17005021,-0.607221964,0.543703618,NA
ENSG00000222255,0.614595284,-0.099706763,0.165390709,-0.602855889,0.546604563,NA
ENSG00000222259,2.786436668,-0.217730422,0.28091357,-0.775079758,0.438292532,0.582698924
ENSG00000222276,0.743876444,0.061388234,0.185451112,0.331021118,0.740628534,NA
ENSG00000222282,0.946717087,-0.102952368,0.212117231,-0.485355989,0.627423846,NA
ENSG00000222287,1.658015566,-0.546139286,0.243059461,-2.24693696,0.024644056,0.053003154
ENSG00000222297,1.158711759,0.186961029,0.231506978,0.807582696,0.419330852,NA
ENSG00000222305,0.355237781,-0.049046493,0.130695432,-0.375273203,0.707457293,NA
ENSG00000222328,8000.186972,-0.258654078,0.146255321,-1.768510546,0.076975591,0.143606277
ENSG00000222333,0.122691285,-0.026424885,0.057645469,-0.458403505,0.646662574,NA
ENSG00000222343,2.201909311,0.307677597,0.259720433,1.184649178,0.236156184,0.364417548
ENSG00000222345,14.31705643,0.219556672,0.271762224,0.807899895,0.419148212,0.564105007
ENSG00000222351,1.960157426,0.052780983,0.251282254,0.2100466,0.833631302,0.89412698
ENSG00000222355,0.875515682,0.360960741,0.195820179,1.843327606,0.065281193,NA
ENSG00000222363,1.374413343,0.112639164,0.217874932,0.516990014,0.60516313,NA
ENSG00000222364,0.257080489,0.153485866,0.106834935,1.436663631,0.150813594,NA
ENSG00000222365,48.95272867,0.749715189,0.188074903,3.986258552,6.71E-05,0.000224133
ENSG00000222383,1.061468797,-0.05470436,0.213697462,-0.255989752,0.79795875,NA
ENSG00000222386,2.899896882,0.565029798,0.268370489,2.105409574,0.035255671,0.072692944
ENSG00000222389,2.305987522,-0.083548446,0.274221376,-0.304675176,0.760613558,0.846045238
ENSG00000222397,2.650745913,-0.184333157,0.272285486,-0.67698488,0.498415548,0.637881302
ENSG00000222414,1.983145166,-0.300714599,0.267197481,-1.1254395,0.260402841,0.394170373
ENSG00000222421,0.246661613,-0.080121813,0.093081107,-0.860774175,0.389362431,NA
ENSG00000222426,0.040013653,-0.03372695,0.056053872,-0.601688141,0.547381746,NA
ENSG00000222438,0.406578399,-0.170432394,0.141541153,-1.204119016,0.228543581,NA
ENSG00000222448,2.973566555,-0.22526817,0.273515124,-0.823604071,0.410164562,0.554884071
ENSG00000222452,1.366368037,-0.050944795,0.23507906,-0.216713453,0.828431663,NA
ENSG00000222460,2.678352135,-0.244059963,0.268198845,-0.909996322,0.36282445,0.506608792
ENSG00000222465,0.502742909,0.005101867,0.149866661,0.034042706,0.972843096,NA
ENSG00000222482,0.889885342,0.055899006,0.204424754,0.273445389,0.784510867,NA
ENSG00000222489,92.21163159,0.20223488,0.176598325,1.145168733,0.252139268,0.384165586
ENSG00000222501,7.186163273,0.162457015,0.288973109,0.56218731,0.573988406,0.703549016
ENSG00000222526,0.538852936,-0.042067731,0.157815994,-0.266561897,0.789806496,NA
ENSG00000222533,0.218891877,0.121431009,0.088706182,1.368912581,0.171026602,NA
ENSG00000222582,2.024551166,-0.638145349,0.256091495,-2.491864673,0.012707444,0.029239211
ENSG00000222585,0.338994564,-0.040891195,0.120964758,-0.338042221,0.735331371,NA
ENSG00000222586,0.949056919,-0.104868467,0.203553211,-0.515189452,0.606420639,NA
ENSG00000222588,4.114704181,0.202074373,0.287915668,0.701852644,0.482771064,0.6240484
ENSG00000222601,0.326437272,0.045694117,0.117094885,0.39023154,0.696365341,NA
ENSG00000222602,0.287099302,-0.058504249,0.123331095,-0.474367384,0.635237947,NA
ENSG00000222604,0.421366985,0.167973427,0.147727426,1.13704971,0.255517506,NA
ENSG00000222610,1.957635267,-0.349908535,0.256922776,-1.361921045,0.173222804,0.28481187
ENSG00000222612,3.955901193,-0.552446963,0.287159069,-1.923836031,0.05437514,0.106243917
ENSG00000222614,1.822600368,0.314290748,0.226191364,1.389490485,0.164683652,0.273417543
ENSG00000222627,0.805168604,0.056348516,0.179642529,0.313670246,0.753771502,NA
ENSG00000222629,0.969790077,-0.102492331,0.201725579,-0.508078015,0.611398633,NA
ENSG00000222631,0.633017112,-0.000742181,0.149707727,-0.004957535,0.996044475,NA
ENSG00000222640,0.453652605,-0.16123522,0.152460488,-1.057554136,0.290258762,NA
ENSG00000222644,5.715874335,0.538992265,0.289040217,1.864765641,0.062214261,0.119282197
ENSG00000222650,0.328065085,-0.114164058,0.130705247,-0.873446632,0.382419683,NA
ENSG00000222663,0.04222623,0,0.056053872,0,1,NA
ENSG00000222678,2.253773213,0.465183366,0.256390217,1.814356926,0.069622793,0.131596487
ENSG00000222679,0.789800893,0.001965951,0.192071538,0.010235514,0.991833384,NA
ENSG00000222685,7.551048542,-0.72421311,0.288395681,-2.511178767,0.012032874,0.0278366
ENSG00000222686,2.104752654,-0.196453077,0.259127909,-0.75813168,0.448372156,0.592688431
ENSG00000222714,4.673589118,-0.557202067,0.288843621,-1.929078668,0.053721097,0.105105827
ENSG00000222721,4.412163173,-0.153637724,0.28945089,-0.530790296,0.595564106,0.721180495
ENSG00000222724,63.36286776,0.517883251,0.178443323,2.902228233,0.003705185,0.00945098
ENSG00000222726,1.395499762,-0.15532347,0.23260508,-0.667756137,0.50428927,NA
ENSG00000222732,0.858825356,-0.153307727,0.196440475,-0.780428411,0.435138751,NA
ENSG00000222750,0.123367633,0.038207956,0.065920524,0.579606379,0.56218009,NA
ENSG00000222760,0.043387173,0,0.056053872,0,1,NA
ENSG00000222765,0.07802124,-0.067714602,0.056053872,-1.208027203,0.227036799,NA
ENSG00000222777,3.6245338,-0.17006019,0.286941027,-0.592665996,0.553404703,0.686339342
ENSG00000222784,10.62284621,0.034979799,0.274344425,0.127503225,0.898542121,0.93662868
ENSG00000222800,0.247296933,0.004546971,0.105381681,0.043147643,0.965583841,NA
ENSG00000222805,2.792408573,-0.040549087,0.273004367,-0.148529079,0.881925239,0.925029385
ENSG00000222880,1.925492531,0.104347644,0.258462787,0.403724052,0.686415651,0.791698141
ENSG00000222881,4.525179331,0.715690683,0.289560823,2.471641972,0.013449414,0.03077398
ENSG00000222894,43.74299966,-0.002624461,0.179849767,-0.01459252,0.988357266,0.993551029
ENSG00000222915,1.093616774,0.096678335,0.212178463,0.455646316,0.648644332,NA
ENSG00000222923,0.490767641,0.052255605,0.154550025,0.338114505,0.7352769,NA
ENSG00000222931,5.218374629,-0.269398208,0.289922842,-0.929206567,0.352782045,0.495988925
ENSG00000222932,0.698256858,0.357089604,0.194350527,1.837348269,0.066158498,NA
ENSG00000222937,10.11912915,0.290939375,0.28312727,1.027592203,0.304141693,0.444568011
ENSG00000222969,2.261490475,-0.704810949,0.267955842,-2.630324992,0.008530328,0.020366393
ENSG00000222985,0.791509933,0.281239377,0.188981719,1.488182978,0.136702645,NA
ENSG00000222990,0.206163391,-0.046394823,0.093333,-0.497089167,0.619126174,NA
ENSG00000223001,0.251641037,-0.104249281,0.110293094,-0.945202253,0.34455563,NA
ENSG00000223023,3.240448781,0.206415299,0.280963051,0.734670618,0.462540119,0.605383391
ENSG00000223026,2.388380105,0.09962417,0.274156631,0.363384135,0.716317951,0.814669512
ENSG00000223027,0.043544976,-0.03372695,0.056053872,-0.601688141,0.547381746,NA
ENSG00000223040,4.609497191,-0.469747125,0.289854197,-1.620632476,0.105096483,0.187624053
ENSG00000223044,0.945645261,-0.142347285,0.196627297,-0.723944676,0.469099701,NA
ENSG00000223053,0.165233168,-0.044665489,0.086038228,-0.519135395,0.603666327,NA
ENSG00000223060,1.241378347,0.063053942,0.23246736,0.271237829,0.78620812,NA
ENSG00000223078,0.821260257,-0.050791868,0.201819878,-0.251669304,0.801296685,NA
ENSG00000223086,0.493432615,-0.05660124,0.153241784,-0.36935905,0.711860117,NA
ENSG00000223111,1.430368825,0.0663112,0.24751199,0.267911059,0.788767781,NA
ENSG00000223116,0.290931019,-0.212630524,0.120632099,-1.762636359,0.077961841,NA
ENSG00000223118,2.305643862,-0.234447452,0.272016729,-0.861886155,0.388750169,0.533532358
ENSG00000223120,4.031331675,0.008452847,0.284482871,0.029713026,0.976295923,0.985596262
ENSG00000223131,20.22696059,0.809314737,0.236475371,3.422406038,0.000620695,0.001803658
ENSG00000223136,3.410713396,-0.164495172,0.279323437,-0.588905728,0.555924515,0.688675109
ENSG00000223145,2.983369623,-0.18908279,0.277157115,-0.682222393,0.495098337,0.634887984
ENSG00000223156,1.399199455,-0.159105551,0.213680039,-0.744597166,0.456515282,NA
ENSG00000223181,0.367625588,0.057213842,0.131287969,0.435788919,0.662989884,NA
ENSG00000223188,0.29567329,-0.135786832,0.109760212,-1.237122541,0.216041593,NA
ENSG00000223189,0.734084789,0.055533262,0.167568075,0.331407174,0.740336947,NA
ENSG00000223198,4.590675413,-0.078827417,0.289346663,-0.272432438,0.785289533,0.863125769
ENSG00000223200,4.380130534,-0.212772328,0.289396806,-0.735226939,0.462201295,0.605098771
ENSG00000223201,0.086774345,0,0.056053872,0,1,NA
ENSG00000223203,1.374867002,0.118160137,0.236104271,0.500457431,0.616753023,NA
ENSG00000223224,5.185146727,0.313654497,0.289705268,1.082667565,0.278956006,0.416189155
ENSG00000223225,0.498416874,0.206353935,0.146418044,1.409347714,0.158732377,NA
ENSG00000223243,0.358268501,-0.105712244,0.127461739,-0.829364517,0.406898174,NA
ENSG00000223249,0.506701952,0.053069832,0.159182223,0.333390445,0.738839575,NA
ENSG00000223260,3.124802665,-0.024841989,0.271759226,-0.091411759,0.927165418,0.957484119
ENSG00000223262,0.890837006,-0.331230442,0.192599909,-1.719785036,0.085471524,NA
ENSG00000223263,2.303143518,-0.070016685,0.262703979,-0.266523124,0.789836353,0.865821915
ENSG00000223280,0.527389638,0.001630814,0.156193037,0.010441013,0.991669428,NA
ENSG00000223281,3.739485438,-0.382556515,0.285925322,-1.33795955,0.180909623,0.295207631
ENSG00000223284,1.293853794,-0.045009169,0.21825679,-0.206221161,0.836618159,NA
ENSG00000223286,0.414058569,-0.001033455,0.140466941,-0.007357282,0.994129791,NA
ENSG00000223287,0.357050293,0.050632174,0.064006736,0.791044461,0.428918047,NA
ENSG00000223298,1.216306193,0.002657189,0.224180146,0.011852919,0.99054296,NA
ENSG00000223299,0.924774153,-0.230421345,0.167894891,-1.372414269,0.169934511,NA
ENSG00000223300,1.362686342,0.010791308,0.222799032,0.048435164,0.961369435,NA
ENSG00000223305,2.453833681,-0.159324539,0.267235695,-0.596194826,0.551045082,0.684483445
ENSG00000223309,1.177812635,-0.003478186,0.211886531,-0.016415326,0.986903053,NA
ENSG00000223313,1.18809743,-0.264580136,0.219807941,-1.2036878,0.22871027,NA
ENSG00000223336,0.869088103,0.060508346,0.208396795,0.290351617,0.771547254,NA
ENSG00000223341,3.745204046,-0.063794633,0.286455365,-0.222703572,0.823766221,0.88808651
ENSG00000223374,9.162241195,0.024074446,0.28082598,0.085727276,0.931683219,0.960268477
ENSG00000223375,0.573112421,0.186334679,0.153355625,1.215049525,0.224347203,NA
ENSG00000223396,104.9431939,-0.319922238,0.130641947,-2.448847751,0.014331401,0.032546038
ENSG00000223401,4.842715484,-0.647531411,0.288971725,-2.240812353,0.025038232,0.053744103
ENSG00000223404,3.026002546,-0.208325101,0.272791278,-0.763679478,0.445058273,0.589634814
ENSG00000223414,25.77540965,0.281100752,0.235441862,1.193928515,0.232505932,0.359946496
ENSG00000223442,3.536230818,-0.220848184,0.287938001,-0.766999087,0.443082059,0.587660412
ENSG00000223446,1.470939351,0.275442134,0.242838677,1.134259739,0.256685612,NA
ENSG00000223450,4.707634323,0.248502649,0.288630949,0.860970213,0.389254449,0.533974926
ENSG00000223459,151.4650108,-0.209609394,0.122330235,-1.713471681,0.086625799,0.158927342
ENSG00000223461,6.501157431,-0.122799008,0.288787696,-0.425222436,0.67067453,0.779049532
ENSG00000223473,29.27139503,-0.07740001,0.22766147,-0.339978521,0.733872703,0.826994569
ENSG00000223476,2.979294394,0.055683382,0.283348736,0.196518901,0.84420404,0.90058068
ENSG00000223478,127.8986228,-0.252674402,0.119141749,-2.120788076,0.033939641,0.070360499
ENSG00000223482,336.099486,-0.149070921,0.082759126,-1.801262634,0.071661494,0.134965982
ENSG00000223496,1621.726409,-0.02287055,0.041346812,-0.55313939,0.580167966,0.708520016
ENSG00000223501,1065.990495,-0.177790002,0.045061621,-3.945486155,7.96E-05,0.000263483
ENSG00000223502,10.10686971,-0.413970242,0.275811397,-1.500917824,0.133376817,0.229540766
ENSG00000223505,6.391843706,0.56727967,0.283542715,2.000685046,0.045426342,0.090777621
ENSG00000223508,31.34695914,0.088971429,0.210445241,0.422777101,0.672457896,0.780510153
ENSG00000223509,150.2424793,0.233488057,0.114561881,2.038095526,0.041540381,0.084070451
ENSG00000223525,85.08091174,-0.172252537,0.179879387,-0.957600199,0.338264399,0.480972251
ENSG00000223528,15.71607244,-0.104175882,0.245936434,-0.42358865,0.671865834,0.780080741
ENSG00000223544,0.428581517,0.044357867,0.120633074,0.367709001,0.713090228,NA
ENSG00000223546,111.9083588,0.062236378,0.127349289,0.488706132,0.625049762,0.744821078
ENSG00000223551,8.723215303,-0.461237307,0.278583442,-1.655652262,0.09779226,0.176113444
ENSG00000223572,1054.607672,-0.900101893,0.080283827,-11.21149706,3.58E-29,5.38E-28
ENSG00000223573,176.8121769,0.204673184,0.116904758,1.750768637,0.079985771,0.14846763
ENSG00000223576,8.428029554,0.100027281,0.280927898,0.356060334,0.721795382,0.818318698
ENSG00000223597,10.56061198,0.226457651,0.267938932,0.845183825,0.398008212,0.542832084
ENSG00000223624,0.080184352,-0.03372695,0.056053872,-0.601688141,0.547381746,NA
ENSG00000223628,0.167820885,0.003803616,0.074386414,0.051133211,0.959219372,NA
ENSG00000223642,6.873770582,-0.149984839,0.285440524,-0.525450404,0.599270122,0.723877465
ENSG00000223652,26.57236366,-0.564618383,0.228209123,-2.474127137,0.013356216,0.030595035
ENSG00000223653,4.649513111,-0.215475427,0.289677799,-0.743845155,0.456970158,0.600271515
ENSG00000223657,3.463191198,0.097463357,0.283555982,0.343718218,0.731058209,0.824964867
ENSG00000223658,43.7750869,0.800085102,0.191868885,4.169957543,3.05E-05,0.000105748
ENSG00000223660,2.561828538,0.350194922,0.26672585,1.312939566,0.189203313,0.30582836
ENSG00000223685,12.87659558,-0.108688667,0.254940337,-0.426329816,0.669867534,0.778288027
ENSG00000223692,4.522174842,-0.505393191,0.288420774,-1.752277352,0.079726128,0.148039151
ENSG00000223697,8.544950817,-0.047600829,0.277552782,-0.171501897,0.863829139,0.913865859
ENSG00000223705,1900.639685,-0.142672118,0.150987943,-0.944923915,0.344697721,0.487906197
ENSG00000223710,0.085327959,0.068236006,0.056053872,1.217329047,0.223479047,NA
ENSG00000223727,7.677826928,0.372841009,0.286262315,1.302445306,0.192764203,0.310048447
ENSG00000223729,5.978570853,0.115421895,0.286138412,0.40337784,0.686670287,0.791858561
ENSG00000223745,318.1949583,-0.425488058,0.142791055,-2.97979491,0.002884414,0.007487459
ENSG00000223749,150.5704457,1.44702024,0.15406371,9.392349721,5.87E-21,6.36E-20
ENSG00000223756,75.86916666,0.350817115,0.144892002,2.421231744,0.015468013,0.034853888
ENSG00000223764,482.8173506,-1.480228143,0.102710747,-14.41161888,4.37E-47,1.17E-45
ENSG00000223768,166.6728565,-0.432438844,0.102559468,-4.21646927,2.48E-05,8.72E-05
ENSG00000223770,38.84939337,-0.285537803,0.183055075,-1.559846418,0.118796179,0.208194583
ENSG00000223773,19.39027834,-0.204756898,0.2370237,-0.86386677,0.387661083,0.53249978
ENSG00000223797,78.5311936,-0.420789318,0.174358174,-2.413361571,0.015806131,0.035529085
ENSG00000223802,99.85143491,0.583035624,0.149619968,3.89677683,9.75E-05,0.000318924
ENSG00000223804,27.40184635,0.222501992,0.218670888,1.017519956,0.308906144,0.449614259
ENSG00000223806,8.215156585,-0.074840175,0.276710911,-0.270463404,0.786803767,0.863865476
ENSG00000223808,452.1787239,-1.767717104,0.06817418,-25.92942221,3.10E-148,4.25E-146
ENSG00000223813,35.59386953,-0.459917925,0.207490887,-2.216569276,0.026652539,0.056747054
ENSG00000223819,5.110979238,-0.363757671,0.289081876,-1.25832057,0.208275845,0.329481617
ENSG00000223820,23.15687614,-0.074416518,0.216037204,-0.344461587,0.73049918,0.824667136
ENSG00000223831,3.122964006,-0.508537136,0.282660858,-1.79910703,0.072001752,0.135482703
ENSG00000223837,25.11492127,-0.123164262,0.221949437,-0.554920365,0.578949132,0.707478317
ENSG00000223855,97.13109902,-1.041488188,0.151145594,-6.890628833,5.55E-12,3.52E-11
ENSG00000223872,7.047494944,0.799897897,0.283245118,2.824048309,0.004742124,0.011879288
ENSG00000223875,140.649407,0.25858416,0.111951526,2.30978682,0.020899959,0.045764433
ENSG00000223878,10.14615056,0.313162271,0.278540139,1.124298538,0.260886398,0.394640826
ENSG00000223882,2.716428387,-0.860898883,0.277107857,-3.106728522,0.0018917,0.005080531
ENSG00000223886,9.136381352,1.035385758,0.28305763,3.657862036,0.000254328,0.000784858
ENSG00000223891,121.7195838,-0.125783222,0.11758246,-1.069744769,0.284734209,0.422782797
ENSG00000223901,34.67922722,-0.102104642,0.197742276,-0.516352111,0.605608507,0.728789774
ENSG00000223940,20.25530081,0.529659194,0.256950804,2.061325308,0.039272015,0.080042963
ENSG00000223946,0.036929187,0,0.056053872,0,1,NA
ENSG00000223949,67.23545239,-0.152479063,0.163620225,-0.931908409,0.351383861,0.494632031
ENSG00000223951,0.824877737,-0.142028983,0.189700779,-0.748700052,0.454038013,NA
ENSG00000223959,900.2100121,0.059588284,0.070941361,0.83996534,0.40092782,0.545547359
ENSG00000223960,83.95645916,0.339806043,0.146863212,2.313758762,0.020680959,0.045338007
ENSG00000224008,23.5646289,-0.875093082,0.238539816,-3.668540947,0.000243939,0.000756316
ENSG00000224011,5.511830347,0.134865427,0.289426177,0.465975224,0.641233235,0.757672062
